submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,target_pathogen,stage_of_development,country,region,permalink,regulatory_status,sensitivity,specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,city,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_na,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,country_tmp,city2,lat,lng,disease_target
a2r69000007lbQf,NA,06.07.2023,Creative Diagnostics,ELISA: Anti-SARS-CoV-2 antibodies &NP antigen,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://creative-diagnostics.com,None,NA,NA,Immunoassay,Antigen,N-protein,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,Unknown,Not applicable,Shirley,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Shirley, United States",40.80090332,-72.86958313,Covid-19
a2r69000007lbQg,NA,06.07.2023,Creative Diagnostics,SARS-COV-2 Total Antibody ELISA Kit,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://creative-diagnostics.com,None,NA,NA,Immunoassay,Antibody (serological),Total Antibody,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Shirley,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Shirley, United States",40.80090332,-72.86958313,Covid-19
a2r69000007lbQh,NA,06.07.2023,"Wuhan HealthCare Biotechnology Co., ltd.",COVID-19 (SARS-CoV-2) Nucleic Acid Test Kit,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://healthcare-biotech.com,CE-IVDD; China NMPA; Other,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum,NA,NA,Unknown,Not applicable,Wuhan,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Wuhan, China",30.59276009,114.30525208,Covid-19
a2r69000007lbQj,NA,06.07.2023,CellSafe,FastRT-qPCR COVID19 detection kit and UltrFast RT-qLAMP COVID19 Detection kit,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://cells-safe.com,CE-IVDD,NA,NA,Molecular,RNA,N gene,Isothermal LAMP,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Yongin,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"Yongin, Korea, Republic of",37.22676849,127.20284271,Covid-19
a2r69000007lbQk,NA,06.07.2023,Ingenuity Diagnostics Inc,RT-PCR kit,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://ingenuityd.com,None,NA,NA,Molecular,RNA,Unknown,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,Unknown,Not applicable,Fremont,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Fremont, United States",37.55020142,-121.98082733,Covid-19
a2r69000007lbQl,NA,06.07.2023,Cell ID Pte ltd.,TEPAT 1.0 SARS-CoV-2 Multiplex RT-PCR,SARS-CoV-2,Regulatory Achieved,Singapore,Western Pacific Region,https://cellid-dx.com,China NMPA,NA,NA,Molecular,RNA,RdRp gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Singapore,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Singapore,"Singapore, Singapore",1.28943646,103.84998322,Covid-19
a2r69000007lbQm,NA,06.07.2023,CellMade,CellInsight SARS-CoV-2 Detection Kit,SARS-CoV-2,Regulatory Achieved,France,European Region,https://laboratoire-cellmade.fr,CE-IVDD,NA,NA,Molecular,RNA,N1 gene; N2 gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,Ruffieux,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,France,"Ruffieux, France",45.84851837,5.8434248,Covid-19
a2r69000007lbQn,NA,06.07.2023,Demeditec Diagnostics GmbH,COVID-19 (SARS-CoV-2) IgM ELISA,SARS-CoV-2,Regulatory Achieved,Germany,European Region,https://demeditec.com,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgM,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Kiel,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,"Kiel, Germany",54.32276154,10.13589954,Covid-19
a2r69000007lbQo,NA,06.07.2023,DxGen Corp.,Epithod 616 COVID-19 IgM/IgG Test Kit,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://dxgenco.com,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG; IgM,ELISA/EIA,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Plasma; Serum,Yes,NA,Unknown,Not applicable,NA,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"Korea, Republic of",36.43822861,127.83287048,Covid-19
a2r69000007lbQq,NA,06.07.2023,Eagle Biosciences,COVID-19 IgM ELISA Assay,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://eaglebio.com/product/covid-19-nucleocapsid-igg-quantitative-elisa-assay-,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgM,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Amherst,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Amherst, United States",42.3758049,-72.51987457,Covid-19
a2r69000007lbQr,NA,06.07.2023,"BeiJing Abace Biology Co.,ltd.",COVID-19 IgM Antibody Test Kit (ELISA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://abace-biology.com,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgM,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,beijing,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"beijing, China",39.9078064,116.39758301,Covid-19
a2r69000007lbQs,NA,06.07.2023,"BeiJing Abace Biology Co.,ltd.",COVID-19 Viral Antigen Test Kit (ELISA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://abace-biology.com,CE-IVDD,NA,NA,Immunoassay,Antigen,Unknown,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,beijing,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"beijing, China",39.9078064,116.39758301,Covid-19
a2r69000007lbQt,NA,06.07.2023,Clear Labs Inc.,Clear Dx SARS-CoV-2 Test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://clearlabs.com,US FDA EUA,NA,NA,Molecular,RNA,Unknown,Sequencing,NAT reagent kit (proprietary platform),A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,Yes,NA,Unknown,Not applicable,San Carlos,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"San Carlos, United States",37.50373459,-122.26493073,Covid-19
a2r69000007lbQu,NA,06.07.2023,Clonit Srl,quanty-CONV-19,SARS-CoV-2,Regulatory Achieved,Italy,European Region,https://clonit.it,CE-IVDD,NA,NA,Molecular,RNA,N gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva; Sputum,NA,NA,Unknown,Not applicable,Siziano,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Italy,"Siziano, Italy",45.31531525,9.20422173,Covid-19
a2r69000007lbQv,NA,06.07.2023,Adversis Pharma GmbH,AProof SARS CoV-2 IgG ELISA,SARS-CoV-2,Regulatory Achieved,Germany,European Region,https://adversis-pharma.de,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Leipzig,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,"Leipzig, Germany",51.33969116,12.37135601,Covid-19
a2r69000007lbQw,NA,06.07.2023,Agena Bioscience,iPLEX Pro SARS-CoV-2 Panel,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://agenabio.com,CE-IVDD,NA,NA,Molecular,RNA,N gene; ORF1ab; Other,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab,NA,NA,Unknown,Not applicable,San Diego,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"San Diego, United States",32.71575928,-117.16381836,Covid-19
a2r69000007lbQx,NA,06.07.2023,AMS UK ltd.,COVID-19 ELISA (total antibody),SARS-CoV-2,Regulatory Achieved,United Kingdom,European Region,https://amslabs.co.uk,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),Total Antibody,Lateral Flow Assay,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum,NA,NA,Unknown,Not applicable,Ballymena,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,"Ballymena, United Kingdom",54.89884949,-6.27780485,Covid-19
a2r69000007lbQy,NA,06.07.2023,AMS UK ltd.,COVID-19 IgM ELISA,SARS-CoV-2,Regulatory Achieved,United Kingdom,European Region,https://amslabs.co.uk,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgM,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum,NA,NA,Unknown,Not applicable,Ballymena,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United Kingdom,"Ballymena, United Kingdom",54.89884949,-6.27780485,Covid-19
a2r69000007lbQz,NA,06.07.2023,AffinityImmuno Inc,SARS-CoV-2 Neutralizing Antibody Test Kit,SARS-CoV-2,Research Use Only (RUO),Canada,Region of the Americas,https://affinityimmuno.com,None,NA,NA,Immunoassay,Antibody (serological),Neutralizing Antibodies,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,CHARLOTTETOWN,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Canada,"CHARLOTTETOWN, Canada",46.23542023,-63.12652206,Covid-19
a2r69000007lbR0,NA,06.07.2023,Paragon Genomics,CleanPlex SARS-CoV-2 Research and Surveillance NGS Panel,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://paragongenomics.com,None,NA,NA,Molecular,RNA,Unknown,Sequencing,NAT reagent kit (proprietary platform),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum; Other,NA,NA,Unknown,Not applicable,Hayward,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Hayward, United States",37.67211151,-122.08396149,Covid-19
a2r69000007lbR1,NA,06.07.2023,Schweitzer Biotech Company ltd.,SBC RNP qPCR Kit,SARS-CoV-2,Research Use Only (RUO),Taiwan,Western Pacific Region,https://sbc-biotech.com,None,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Taipei,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Taiwan,"Taipei, Taiwan",25.03841209,121.56370544,Covid-19
a2r69000007lbR2,NA,06.07.2023,Elisabeth Pharmacon spol. s.r.o.,EliGene COVID19 BASIC A500 RT,SARS-CoV-2,Regulatory Achieved,Czech Republic,European Region,https://elisabeth.cz,CE-IVDD,NA,NA,Molecular,RNA,N gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva; Sputum,NA,NA,Unknown,Not applicable,Brno-Židenic,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Czech Republic,"Brno-Židenic, Czech Republic",49.19224548,16.61133766,Covid-19
a2r69000007lbR3,NA,06.07.2023,Elisabeth Pharmacon spol. s.r.o.,EliGene COVID19 CONFIRM RT,SARS-CoV-2,Regulatory Achieved,Czech Republic,European Region,https://elisabeth.cz,CE-IVDD,NA,NA,Molecular,RNA,E gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Plasma; Saliva; Serum; Sputum; Other,NA,NA,Unknown,Not applicable,Brno-Židenic,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Czech Republic,"Brno-Židenic, Czech Republic",49.19224548,16.61133766,Covid-19
a2r69000007lbR4,NA,06.07.2023,evotech-mg,Detection Kit for theSARS-CoV-2 RNAPresencein BiologicalMaterial Using Real-Time,SARS-CoV-2,Regulatory Achieved,Russian Federation,European Region,https://evotech-mg.com/en,CE-IVDD,NA,NA,Molecular,RNA,Unknown,Isothermal LAMP,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum,NA,NA,Unknown,Not applicable,Verkhneuslonsky,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Russian Federation,"Verkhneuslonsky, Russian Federation",64.68630981,97.74530792,Covid-19
a2r69000007lbR5,NA,06.07.2023,Fluidigm Corporation,Advanta Dx SARS-CoV-2 RT-PCR Assay,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://fluidigm.com,None,NA,NA,Molecular,RNA,N1 gene; N2 gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Oropharyngeal swab; Saliva,NA,NA,Unknown,Not applicable,South San Francisco,Yes,NA,NA,NA,NA,NA,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Unknown,Unknown,United States,"South San Francisco, United States",37.65568161,-122.41248322,Covid-19
a2r69000007lbR6,NA,06.07.2023,AIT Biotech,abTES COVID-19 qPCR I Kit,SARS-CoV-2,Regulatory Achieved,Singapore,Western Pacific Region,https://aitbiotech.com,CE-IVDD; South Africa SAHPRA,NA,NA,Molecular,RNA,ORF1ab; Unknown,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasal swab; Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Singapore,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Singapore,"Singapore, Singapore",1.28943646,103.84998322,Covid-19
a2r69000007lbR7,NA,06.07.2023,"Amoy Diagnostics Co., ltd.",AmoyDx Novel Coronavirus (2019 nCoV) Detection Kit,SARS-CoV-2,Regulatory Achieved,China,Western Pacific Region,https://amoydiagnostics.com,CE-IVDD,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Xiamen,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Xiamen, China",24.47950935,118.08947754,Covid-19
a2r69000007lbR8,NA,06.07.2023,Atlas Medical,Atlas COVID-19 S1-RBD IgG Elisa Kit,SARS-CoV-2,Regulatory Achieved,Germany,European Region,https://atlas-medical.com,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Berlin,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,"Berlin, Germany",52.52342987,13.41143608,Covid-19
a2r69000007lbR9,NA,06.07.2023,Atlas Medical,Atlas COVID-19 Total Antibody Elisa Kit,SARS-CoV-2,Regulatory Achieved,Germany,European Region,https://atlas-medical.com,CE-IVDD,NA,NA,Immunoassay,Antibody (serological),Total Antibody,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Unknown,Not applicable,Berlin,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Germany,"Berlin, Germany",52.52342987,13.41143608,Covid-19
a2r69000007lbRB,NA,06.07.2023,Aura Biotechnologies Inc.,QUICK COVID-19 REALTIME MULTIPLEX PCR,SARS-CoV-2,Regulatory Achieved,India,South-East Asian Region,https://aurabiotech.com,CE-IVDD,NA,NA,Molecular,RNA,Unknown,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,Unknown,Not applicable,Chennai,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,India,"Chennai, India",13.07209206,80.20185852,Covid-19
a2r69000007lbRC,NA,06.07.2023,"Avellino Lab USA, Inc.",AvellinoCoV2 test,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://avellino.com/en,CE-IVDD; US FDA EUA,NA,NA,Molecular,RNA,N1 gene; N2 gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Menlo Park,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Menlo Park, United States",37.45322037,-122.18321991,Covid-19
a2r69000007lbRD,NA,06.07.2023,Beckman Coulter Inc.,Access SARS-CoV-2 IgG,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://beckmancoulter.com,Australia TGA; Brazil ANVISA; Singapore HSA; US FDA EUA,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,Yes,NA,Unknown,Not applicable,Pasadena,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Pasadena, United States",34.14955139,-118.14144897,Covid-19
a2r69000007lbRE,NA,06.07.2023,"KH Medical Co., Ltd",RADI COVID-19 Detection Kit,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific Region,https://khmedical.co.kr,CE-IVDD; Korea MFDS; WHO EUL,NA,NA,Molecular,RNA,RdRp gene; S gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,gyeonggi-do,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,South Korea,"gyeonggi-do, Korea, Republic of",37.26699829,126.99099731,Covid-19
a2r69000007lbRF,NA,06.07.2023,"Access Bio, Inc.",CareStart COVID-19 MDx RT-PCR,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://accessbio.net,Australia TGA; CE-IVDD; US FDA EUA,NA,NA,Molecular,RNA,N gene; RdRp gene,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab,NA,NA,Unknown,Not applicable,Somerset,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Somerset, United States",37.09207916,-84.60466766,Covid-19
a2r69000007lbRG,NA,06.07.2023,Acro Biotech Inc.,SARS-COV-2 RT-qPCR Assay,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://acrobiotech.com,Brazil ANVISA; CE-IVDD,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum,NA,NA,Unknown,Not applicable,Rancho Cucamonga,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Rancho Cucamonga, United States",34.10639954,-117.57576752,Covid-19
a2r69000007lbRH,NA,06.07.2023,"Hangzhou AllTest Biotech Co., Ltd.",SARS-COV-2 RT-qPCR Assay,SARS-CoV-2,Research Use Only (RUO),China,Western Pacific Region,https://alltests.com.cn,None,NA,NA,Molecular,RNA,N gene; ORF1ab; Other,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Sputum,NA,NA,Unknown,Not applicable,Hangzhou,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Hangzhou, China",30.24592018,120.21079254,Covid-19
a2r69000007lbRI,NA,06.07.2023,"Nirmidas Biotech, Inc.",pGOLD COVID-19 IgG/IgM/IgA Microarray Test,SARS-CoV-2,Research Use Only (RUO),United States,Region of the Americas,https://nirmidas.com,None,NA,NA,Immunoassay,Antibody (serological),IgA; IgG; IgM,ELISA/EIA,IA Reagent Kit,A proprietary/new instrument is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,Yes,NA,Unknown,Not applicable,Palo Alto,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Palo Alto, United States",37.44510269,-122.16036224,Covid-19
a2r69000007lbRJ,NA,06.07.2023,"Nirmidas Biotech, Inc.",COVID-19 TaqMan RT-PCR Kit (E/RdRP genes) Dx,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://nirmidas.com,CE-IVDD; Health Canada,NA,NA,Molecular,RNA,E gene; Other,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Saliva,NA,NA,Unknown,Not applicable,Palo Alto,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"Palo Alto, United States",37.44510269,-122.16036224,Covid-19
a2r69000007lbRK,NA,06.07.2023,BioMaxima S.A.,SARS-CoV-2 Real Time PCR LAB-KIT,SARS-CoV-2,Regulatory Achieved,Poland,European Region,https://biomaxima.com,CE-IVDD,NA,NA,Molecular,RNA,N gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Bronchoalveolar lavage; Nasopharyngeal swab; Oropharyngeal swab; Saliva; Sputum; Urine; Other,NA,NA,Unknown,Not applicable,LUBLIN,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Poland,"LUBLIN, Poland",51.25056076,22.57010269,Covid-19
a2r69000007lbRM,NA,06.07.2023,Shenzhen AIVD Biotech Inc,SARS-CoV-2 OFR1ab / N/E gene (contains endogenous genes) Fourfold Nucleic Acid,SARS-CoV-2,Research Use Only (RUO),China,Western Pacific Region,https://aivdbiotech.cn/index.php/en/Page/list/250.html,None,NA,NA,Molecular,RNA,E gene; N gene; ORF1ab,qPCR,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Sputum,NA,NA,Unknown,Not applicable,Shenzhen,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,"Shenzhen, China",22.54368019,114.0579071,Covid-19
a2r69000007lbRN,NA,06.07.2023,"Epitope Diagnostics, Inc.",EDI Novel Coronavirus COVID-19 IgG ELISA Kit,SARS-CoV-2,Regulatory Achieved,United States,Region of the Americas,https://epitopediagnostics.com,CE-IVDD; Health Canada,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum,NA,NA,Unknown,Not applicable,San Diego,Yes,NA,NA,NA,NA,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,United States,"San Diego, United States",32.71575928,-117.16381836,Covid-19
