"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Assay: Potential impact (in silico analyses)","Assay: No impact (analytical/clinical studies)","Assay: Impact (analytical/clinical studies)","Assay: No expected impact (in silico analyses)","Assay: S gene dropout","Assay: SARS-CoV-2 variant(s)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name","Instrument: Connectivity Solution","Assay: FIND Website Area"
"a2v69000004gLLM","a2r69000007lbWw","","06.07.2023","Malaysia","Gelugor","Western Pacific Region","mediven.com.my","Medical Innovation Ventures Sdn Bhd.","GenoAmp(R) Real-Time RT-PCR Flu A/Flu B/SARS-CoV-2/MERS-CoV","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; Middle East Respiratory Coronavirus; SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasopharyngeal swab; Sputum","","180.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKjl","a2r69000007lbkJ","","06.07.2023","United States","Hilden","Region of the Americas","neumodx.com","NeuMoDx","NeuMoDx Flu A-B/RSV/SARS-CoV-2 Vantage Assay","Diagnostic/confirmatory test","ID","Bronchiolitis; Bronchitis; Common Cold; Covid-19; Croup; Influenza; Pneumonia; Sepsis; Tonsillopharyngitis","Influenza A; Influenza B; Respiratory Syncytial Virus (RSV); SARS-CoV-2","Regulatory Achieved","Australia TGA; MHRA UK","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K1p","NeuMoDx 96 Molecular System","Yes","COVID-19; Outbreak"
"a2v69000004gKjo","a2r69000007lbHy","","06.07.2023","Germany","Berlin","European Region","tib-molbiol.de","TIB Molbiol/Roche Diagnostics","Sarbeco E gene + EAV","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","E gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KEf","Lightcycler 96 system","","COVID-19; Outbreak"
"a2v69000004gLLP","a2r69000007lbOY","","06.07.2023","China","Ningbo","Western Pacific Region","en.nbmedicalsystem.com","MedicalSystem Biotechnology Co. ltd.","COVID-19 Ag Rapid Test Cassette","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab; Saliva","","10.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKl1","a2r69000007lbt3","","06.07.2023","Korea, Republic of","Chuncheon-s","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","AFIAS COVID-19/Flu Ag Combo","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s69000003BEXU","AFIAS-6 system","Yes","COVID-19; Outbreak"
"a2v69000004gKkO","a2r69000007lbk0","","06.07.2023","United Kingdom","Unknown","European Region","enzolifesciences.com","Enzo Life Sciences, Inc.,","AMPIPROBE SARS-CoV-2 Test System","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019Jzw","GENFLEX platform","Yes","COVID-19; Outbreak"
"a2v69000004gKl0","a2r69000007lbt3","","06.07.2023","Korea, Republic of","Chuncheon-s","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","AFIAS COVID-19/Flu Ag Combo","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s69000003BEXT","AFIAS-1 System","Yes","COVID-19; Outbreak"
"a2v69000004gKjn","a2r69000007lbz0","","06.07.2023","France","Villejuif","European Region","stillatechnologies.com","Stilla Technologies","Naica COVID-19 Multiplex Crystal Digital PCR detection kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","Digital PCR","digital","Fluorescence","NAT reagent kit (open source)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K1j","Naica system","Yes","COVID-19; Outbreak"
"a2v69000004gLKq","a2r69000007lbA5","","06.07.2023","China","Chengdu,","Western Pacific Region","maccura.com/en","Maccura Biotechnology Co., ltd.","Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Antigen Assay Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA","","2020","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","Alpha; Beta; Delta; Gamma","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKkR","a2r69000007lbPN","","06.07.2023","China","Nanjing","Western Pacific Region","en.lansionbio.com","Lansion Biotechnology Co., ltd.","COVID-19 Antigen Test Kit (Dry Fluorescence Immunoassay)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K12","LS dry analyzer","Yes","COVID-19; Outbreak"
"a2v69000004gLLR","a2r69000007lbye","","06.07.2023","China","Ningbo","Western Pacific Region","en.nbmedicalsystem.com","MedicalSystem Biotechnology Co. ltd.","Coronavirus PCR test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Sputum","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKjq","a2r69000007lbz9","","06.07.2023","Germany","Berlin","European Region","tib-molbiol.de","TIB Molbiol/Roche Diagnostics","LightMix Modular SARS-CoV-2 (COVID19 RdRP-gene","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","Unknown","","Already on the market (commercialized)","Molecular","RNA","RdRp gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KEf","Lightcycler 96 system","","COVID-19; Outbreak"
"a2v69000004gKjp","a2r69000007lbHy","","06.07.2023","Germany","Berlin","European Region","tib-molbiol.de","TIB Molbiol/Roche Diagnostics","Sarbeco E gene + EAV","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","E gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0t","Lightcycler 480 system","No","COVID-19; Outbreak"
"a2v69000004gKl2","a2r69000007lbt4","","06.07.2023","Korea, Republic of","Chuncheon-s","Western Pacific Region","boditech.co.kr/en","Boditech Med Inc.","ichroma COVID-19/Flu Ag Combo","Diagnostic/confirmatory test","ID","Covid-19; Influenza; Pneumonia","Influenza A; Influenza B; SARS-CoV-2","Regulatory Achieved","CE-IVDD; Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein; Unknown","Lateral Flow Assay","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasal swab","","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0J","ichroma II Analyser","Unknown","COVID-19; Outbreak"
"a2v69000004gLKs","a2r69000007lbEF","","06.07.2023","China","Chengdu,","Western Pacific Region","maccura.com/en","Maccura Biotechnology Co., ltd.","SARS-CoV-2 IgM/IgG Antibody Assay Kit by Colloidal Gold Method","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; WHO EUL Under Assessment","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Plasma; Serum; Whole Blood","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLLT","a2r69000007lbvc","","06.07.2023","Germany","Iserlohn","European Region","medice.com","MEDICE Medicines Pütter","Medicovid-AG SARS-CoV-2 Antigen Schnelltest-Nase","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLLS","a2r69000007lb7f","","06.07.2023","Germany","Iserlohn","European Region","medice.com","MEDICE Medicines Pütter","Medicovid-AG SARS CoV-2 Antigen SELBSTTEST NASE","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Germany BfArM","professional use approved for self-testing by Bfarm","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKkS","a2r69000007lb8U","","06.07.2023","China","Nanjing","Western Pacific Region","en.lansionbio.com","Lansion Biotechnology Co., ltd.","COVID-19 Antigen Test Kit (Dry Fluorescence Immunoassay) (self-testing)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K12","LS dry analyzer","Yes","COVID-19; Outbreak"
"a2v69000004gLKr","a2r69000007lbVD","","06.07.2023","China","Chengdu,","Western Pacific Region","maccura.com/en","Maccura Biotechnology Co., ltd.","SARS-CoV-2 Nucleic Detection Kit (Fluorescent PCR)","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","ORF1a","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKjr","a2r69000007lbz9","","06.07.2023","Germany","Berlin","European Region","tib-molbiol.de","TIB Molbiol/Roche Diagnostics","LightMix Modular SARS-CoV-2 (COVID19 RdRP-gene","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","Unknown","","Already on the market (commercialized)","Molecular","RNA","RdRp gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0t","Lightcycler 480 system","No","COVID-19; Outbreak"
"a2v69000004gKl7","a2r69000007lb62","","06.07.2023","India","Verna Industrial Estate, Verna,","South-East Asian Region","molbiodiagnostics.com","Molbio Diagnostics Pvt. Ltd.","Truenat Sars-cov-2","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","India CDSCO; WHO EUL Under Assessment","India CDSCO","Already on the market (commercialized)","Molecular","RNA","E gene; ORF1ab","qPCR","","Fluorescence","Cartridge-based processing","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","35.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KFD","Truelab Real Time Quantitative micro PCR platform","Unknown","COVID-19; Outbreak"
"a2v69000004gKkV","a2r69000007lbk5","","06.07.2023","Singapore","Singapore","Western Pacific Region","","Trentron Biomedical ltd.","VitaPCR SARS-CoV-2 Gen 2 assay","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; MHRA UK; WHO EUL","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (proprietary platform)","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KFO","VitaPCR platform","","COVID-19; Outbreak"
"a2v69000004gLKu","a2r69000007lbkD","","06.07.2023","China","Chengdu,","Western Pacific Region","maccura.com/en","Maccura Biotechnology Co., ltd.","SARS-CoV-2 Fluorescent PCR Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","US FDA EUA","","Already on the market (commercialized)","Molecular","RNA","E gene; N gene; ORF1ab","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKju","a2r69000007lbzB","","06.07.2023","Germany","Berlin","European Region","tib-molbiol.de","TIB Molbiol/Roche Diagnostics","LightMix Modular SARS-CoV-2 (COVID19) N-gene","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019KEf","Lightcycler 96 system","","COVID-19; Outbreak"
"a2v69000004gLLU","a2r69000007lb7N","","06.07.2023","India","CHENNAI","South-East Asian Region","MEDICLONEBIOTECH.COM","MEDICLONE BIOTECH PRIVATE LIMITED","sight COVID-19 Antigen Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Unknown","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKt","a2r69000007lbvv","","06.07.2023","China","Chengdu,","Western Pacific Region","maccura.com/en","Maccura Biotechnology Co., ltd.","SARS-CoV-2 Antigen Assay Kit by Colloidal Gold Method","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","Unknown","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLM9","a2r69000007lbAz","","06.07.2023","India","Vapi","South-East Asian Region","merillife.com","Meril Diagnostics Pvt Ltd","COVIFIND COVID-19 Antigen Self Test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVDD; Other","EU approval for self testing","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKjw","a2r69000007lbBO","","06.07.2023","China","Hangzhou","Western Pacific Region","joinstar.cn","JOINSTAR BIOMEDICAL TECHNOLOGY CO.,ltd.","SARS-CoV-2 Neutralizing Antibody Rapid Test (Fluorescence Dry Quantitative Immun","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","2021","Immunoassay","Antibody (serological)","Neutralizing Antibodies","Lateral Flow Assay","","Fluorescence","Rapid diagnostic test (strip or cassette)","","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","10.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Gamma","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s69000003BEXj","FIC-Q100 Dry Immunofluorescence Analyzer","Yes","COVID-19; Outbreak"
"a2v69000004gLLX","a2r69000007lbOX","","06.07.2023","Malaysia","Kuala Lumpur","Western Pacific Region","medinics.com","MEDINICS (M) Sdn. Bhd.","BERIGHT COVID-19 Antigen Rapid Test Oral Fluid Home Use","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","Malaysia MDA","Malaysia","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","","20.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLM8","a2r69000007lbBw","","06.07.2023","India","Vapi","South-East Asian Region","merillife.com","Meril Diagnostics Pvt Ltd","MERIL COVID-19 ONE-STEP RT-PCR KIT","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","RNA","N gene; ORF1ab","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","","120.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKkW","a2r69000007lbjT","","06.07.2023","Korea, Republic of","Seoul","Western Pacific Region","bbbtech.com","BBB INC; Obelis S.A.(BE)","MarkB covid19 Ag test","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Korea MFDS","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Other","","Electrochemical","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Nasopharyngeal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K1D","Mark B1 Analyzer - Reader","Yes","COVID-19; Outbreak"
"a2v69000004gLLW","a2r69000007lbyf","","06.07.2023","Taiwan","Taipei","Western Pacific Region","medigenvac.com","Medigen Vaccine Biologics Corp.","MVC SARS-CoV-2 Convective PCR Diagnostic Device/Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gKjv","a2r69000007lbzB","","06.07.2023","Germany","Berlin","European Region","tib-molbiol.de","TIB Molbiol/Roche Diagnostics","LightMix Modular SARS-CoV-2 (COVID19) N-gene","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","N gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","a2s690000019K0t","Lightcycler 480 system","No","COVID-19; Outbreak"
"a2v69000004gLLZ","a2r69000007lbAB","","06.07.2023","United Kingdom","Unknown","European Region","mediport.com","MediPort Diagnostics","COVID-19 Ag Card Antigen Rapid Test Kit","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antigen","N-protein","Lateral Flow Assay","","Colorimetric","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","15.00","Yes","","","","","","","","","","","","","","None","None","None","Alpha; Beta; Delta; Delta+; Gamma; Omicron","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
"a2v69000004gLKy","a2r69000007lbCt","","06.07.2023","Morocco","Rabat","Eastern Mediterranean Region","mascir.com","MAScIR-Moldiag","MAScIR SARS-CoV-2 kit 1.0","Diagnostic/confirmatory test","ID","Covid-19; Pneumonia","SARS-CoV-2","Regulatory Achieved","CE-IVDD; Other","Morocco-DMP-IVD","Already on the market (commercialized)","Molecular","RNA","E gene; N gene; S gene","qPCR","","Fluorescence","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Bronchoalveolar lavage; Nasal swab; Nasopharyngeal swab; Oropharyngeal swab","","45.00","Yes","","","","","","","","","","","","","","None","None","None","None","Unknown","Not applicable","Victoria Aroworade","Victoria Aroworade","","","","COVID-19; Outbreak"
