"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Disease Target Phase","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Resistance Marker","Assay: Other resistance marker","Assay: Drug Resistance Target","Assay: Other drug resistance target","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","Performance Detail Submission Number","Assay Target","Study Type","Type of data source","Drug Resistance Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples","Other drug resistance target","Assay: Other Regulatory Approval","Assay: Purpose of submission"
"a2v69000004gKnk","a2r69000007lb8x","a266900000B8tu0","06.07.2023","Suwon-si","Korea, Republic of","Western Pacific Region","sdbiosensor.com","SD Biosensor, Inc.","STANDARD M10 XDR-TB","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","Unknown","qPCR","","Fluorescence","Unknown","","Amikacin; Capreomycin; Fluoroquinolone; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Unknown","","","Yes","No","","PD-58058","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKmn","a2r69000007lbL6","a266900000B8tr3","06.07.2023","Marcy l'Etoile","France","European Region","biomerieux-diagnostics.com","bioMérieux","VIDAS TB-IGRA","Triage/Screening","ID","Tuberculosis","Latent","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Immunoassay","Antigen","Interferon Gamma","ELISA/EIA; IGRA","","Fluorescence","Not applicable","","Not applicable","","Other","Reagent strip","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Whole Blood","","1020.00","Yes","No","","PD-57875","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKmp","a2r69000007lbL7","a266900000B8tr5","06.07.2023","Marcy l'Etoile","France","European Region","biomerieux-diagnostics.com","bioMérieux","ISIT-TB","Monitoring (treatment, immune status, patient)","Host Response","Tuberculosis","Latent","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","mRNA","Other","qPCR","transcriptomic blood signature","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Whole Blood","","60.00","Yes","No","","PD-57877","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKmo","a2r69000007lbL6","a266900000B8tr4","06.07.2023","Marcy l'Etoile","France","European Region","biomerieux-diagnostics.com","bioMérieux","VIDAS TB-IGRA","Triage/Screening","ID","Tuberculosis","Latent","Mycobacterium Tuberculosis","Regulatory Achieved","CE-IVDD","Already on the market (commercialized)","Immunoassay","Antigen","Interferon Gamma","ELISA/EIA; IGRA","","Fluorescence","Not applicable","","Not applicable","","Other","Reagent strip","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Whole Blood","","1020.00","Yes","No","","PD-57876","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKmr","a2r69000007lbL7","a266900000B8tr7","06.07.2023","Marcy l'Etoile","France","European Region","biomerieux-diagnostics.com","bioMérieux","ISIT-TB","Monitoring (treatment, immune status, patient)","Host Response","Tuberculosis","Latent","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","mRNA","Other","qPCR","transcriptomic blood signature","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Whole Blood","","60.00","Yes","No","","PD-57879","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKmq","a2r69000007lbL7","a266900000B8tr6","06.07.2023","Marcy l'Etoile","France","European Region","biomerieux-diagnostics.com","bioMérieux","ISIT-TB","Monitoring (treatment, immune status, patient)","Host Response","Tuberculosis","Latent","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","mRNA","Other","qPCR","transcriptomic blood signature","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Unknown","Lab-based","Intended for professional use only","Whole Blood","","60.00","Yes","No","","PD-57878","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLOB","a2r69000007lbFC","a266900000B8ttP","06.07.2023","NEW ORLEANS","United States","Region of the Americas","nanopintech.com","NanoPin Technologies","NanoDetect-TB test","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Status Unknown","None","Already on the market (commercialized)","Immunoassay","Antigen","MTB CFP-10","Mass spectrometry","Liquid chromatography-tandem mass spectrometry-based assay","Other","Not applicable","","Not applicable","","Laboratory-developed test (LDT)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","","Yes","No","","PD-58021","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKnI","a2r69000007lbAY","a266900000B8ttA","06.07.2023","London","United Kingdom","European Region","lumiradx.com/us-en/what-we-do/diagnostics/fast-lab-solutions","LumiraDx Limited","LumiraDx MTB qSTAR Test","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","DNA","Unknown","qPCR","","Electrochemical","Not applicable","","Not applicable","","Cartridge-based processing","chip based","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Other","tongue","15.00","Yes","No","","PD-58006","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKr3","a2r69000007lb97","a266900000B8trw","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB Host Response assay","Monitoring (treatment, immune status, patient)","Host Response","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","mRNA","MTB DUSP3; MTB GBP5; MTB KLF2","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Whole Blood","","","Yes","No","","PD-57930","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKpq","a2r69000007lbLG","a266900000B8ttg","06.07.2023","Lexington","United States","Region of the Americas","quanterix.com","Quanterix","Simoa SR-X","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","Unknown","Unspecified Market Entry","Immunoassay","Antigen","Other","Other","POC-amenable single-molecule array","Fluorescence","Not applicable","","Not applicable","","Unspecified","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Whole Blood","","","Yes","No","","PD-58038","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKr2","a2r69000007lb97","a266900000B8trv","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB Host Response assay","Monitoring (treatment, immune status, patient)","Host Response","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","mRNA","MTB DUSP3; MTB GBP5; MTB KLF2","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Whole Blood","","","Yes","No","","PD-57929","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKpp","a2r69000007lbLG","a266900000B8ttf","06.07.2023","Lexington","United States","Region of the Americas","quanterix.com","Quanterix","Simoa SR-X","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","Unknown","Unspecified Market Entry","Immunoassay","Antigen","Other","Other","POC-amenable single-molecule array","Fluorescence","Not applicable","","Not applicable","","Unspecified","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Whole Blood","","","Yes","No","","PD-58037","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKr4","a2r69000007lb97","a266900000B8trx","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB Host Response assay","Monitoring (treatment, immune status, patient)","Host Response","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Molecular","mRNA","MTB DUSP3; MTB GBP5; MTB KLF2","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Whole Blood","","","Yes","No","","PD-57931","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gLS9","a2r69000007lbFF","a266900000B8ttZ","06.07.2023","Germantown","United States","Region of the Americas","www.qiagen.com","QIAGEN GmbH","QuantiFERON-TB Gold Plus (QFT-Plus)","Triage/Screening","ID","Tuberculosis","Latent","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; China NMPA; US FDA PMA; WHO recommended","Already on the market (commercialized)","Immunoassay","Antigen","Interferon Gamma","ELISA/EIA; IGRA","","Colorimetric","Not applicable","","Not applicable","","Chemiluminescent Immunoassay (CLIA)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Whole Blood","Blood stimulation tubes","","Yes","No","","PD-58031","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKpv","a2r69000007lb8u","a266900000B8ttB","06.07.2023","Pretoria","South Africa","African Region","martidiagnostic.com","MARTI TB Diagnostics (Pty) Ltd","MARTI point-of-care TB diagnostic test","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Late Stage Development (fully functional prototype)","None","Unspecified Market Entry","Immunoassay","Antibody (serological)","Unknown","Other","Electrochemical impedance spectroscopy","Electrochemical","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Whole Blood","","","Yes","No","","PD-58007","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKpd","a2r69000007lb90","a266900000B8tti","06.07.2023","Newcastle upon Tyne","United Kingdom","European Region","quantumdx.com","QuantuMDx Group Limited","Q-POC - TB Assay","Diagnostic/confirmatory test","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","None","Unspecified Market Entry","Molecular","DNA","Unknown","qPCR","","Fluorescence","Not applicable","","Not applicable","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Unknown","","","Yes","No","","PD-58040","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKr1","a2r69000007lb96","a266900000B8trp","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","INH detection from sputum","PD-57923","DNA","Company-Sponsored","Instructions for Use (IFU)","Isoniazid","95.20","92.90","96.80","95.60","90.10","98.10","Active TB","Sputum","596","464","132","","","Test Directory"
"a2v69000004gKr1","a2r69000007lb96","a266900000B8trq","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","FLQ detection from sputum","PD-57924","DNA","Company-Sponsored","Instructions for Use (IFU)","Fluoroquinolone","94.50","90.70","96.90","95.20","92.50","96.90","Active TB","Sputum","594","226","368","","","Test Directory"
"a2v69000004gKr1","a2r69000007lb96","a266900000B8trr","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","AMK detection from sputum","PD-57925","DNA","Company-Sponsored","Instructions for Use (IFU)","Amikacin","87.70","77.50","93.60","98.50","97.00","99.20","Active TB","Sputum","593","65","528","","","Test Directory"
"a2v69000004gKr1","a2r69000007lb96","a266900000B8trs","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","KAN detection from sputum","PD-57926","DNA","Company-Sponsored","Instructions for Use (IFU)","Kanamycin","93.70","89.00","96.40","92.40","89.40","94.60","Active TB","Sputum","594","195","399","","","Test Directory"
"a2v69000004gKr1","a2r69000007lb96","a266900000B8trt","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","CAP detection from sputum","PD-57927","DNA","Company-Sponsored","Instructions for Use (IFU)","Capreomycin","75.40","64.00","84.00","99.60","98.60","99.90","Active TB","Sputum","595","54","541","","","Test Directory"
"a2v69000004gKr1","a2r69000007lb96","a266900000B8tru","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","ETH detection from sputum","PD-57928","DNA","Company-Sponsored","Instructions for Use (IFU)","Ethionamide","55.00","49.50","60.30","93.80","90.30","96.10","Active TB","Sputum","597","194","403","","","Test Directory"
"a2v69000004gKpo","a2r69000007lbLG","a266900000B8tte","06.07.2023","Lexington","United States","Region of the Americas","quanterix.com","Quanterix","Simoa SR-X","Triage/Screening","ID","Tuberculosis","Active","Mycobacterium Tuberculosis","Early Stage Development (partial prototype)","Unknown","Unspecified Market Entry","Immunoassay","Antigen","Other","Other","POC-amenable single-molecule array","Fluorescence","Not applicable","","Not applicable","","Unspecified","","A proprietary/new instrument is required","Automated (excluding sample preparation)","Lab-based","Intended for professional use only","Whole Blood","","","Yes","No","","PD-58036","","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0","","","Test Directory"
"a2v69000004gKr0","a2r69000007lb96","a266900000B8trj","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","INH detection from sputum","PD-57917","DNA","Company-Sponsored","Instructions for Use (IFU)","Isoniazid","95.20","92.90","96.80","95.60","90.10","98.10","Active TB","Sputum","596","464","132","","","Test Directory"
"a2v69000004gKr0","a2r69000007lb96","a266900000B8trk","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","FLQ detection from sputum","PD-57918","DNA","Company-Sponsored","Instructions for Use (IFU)","Fluoroquinolone","94.50","90.70","96.90","95.20","92.50","96.90","Active TB","Sputum","594","226","368","","","Test Directory"
"a2v69000004gKr0","a2r69000007lb96","a266900000B8trl","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","AMK detection from sputum","PD-57919","DNA","Company-Sponsored","Instructions for Use (IFU)","Amikacin","87.70","77.50","93.60","98.50","97.00","99.20","Active TB","Sputum","593","65","528","","","Test Directory"
"a2v69000004gKr0","a2r69000007lb96","a266900000B8trm","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","KAN detection from sputum","PD-57920","DNA","Company-Sponsored","Instructions for Use (IFU)","Kanamycin","93.70","89.00","96.40","92.40","89.40","94.60","Active TB","Sputum","594","195","399","","","Test Directory"
"a2v69000004gKr0","a2r69000007lb96","a266900000B8trn","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","CAP detection from sputum","PD-57921","DNA","Company-Sponsored","Instructions for Use (IFU)","Capreomycin","75.40","64.00","84.00","99.60","98.60","99.90","Active TB","Sputum","595","54","541","","","Test Directory"
"a2v69000004gKr0","a2r69000007lb96","a266900000B8tro","06.07.2023","Sunnyvale","United States","Region of the Americas","cepheid.com","Cepheid","Xpert MTB/XDR","Diagnostic/confirmatory test","ID-AMR","Tuberculosis","Active","Mycobacterium Tuberculosis","Regulatory Achieved","Brazil ANVISA; CE-IVDD; Israel Ministry of Health; WHO recommended","Already on the market (commercialized)","Molecular","DNA","Not applicable","qPCR","","Fluorescence","eis promoter; fabG1; gyrA; gyrB; inhA promoter; katG; oxyR-ahpC intergenic region; rrs","katG and fabG1 genes; oxyR-ahpC intergenic region; inhA promoter only ;gyrA and gyrB quinolone resistance determining region (QRDR) ;rrs gene and eis promoter region (SLID)","Amikacin; Capreomycin; Ethionamide; Fluoroquinolone; Isoniazid; Kanamycin","","Cartridge-based processing","","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Bronchoalveolar lavage; Sputum; Other","Sputum Sediment","90.00","Yes","No","ETH detection from sputum","PD-57922","DNA","Company-Sponsored","Instructions for Use (IFU)","Ethionamide","55.00","49.50","60.30","93.80","90.30","96.10","Active TB","Sputum","597","194","403","","","Test Directory"
