"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: FIND Website Area","Assay: Company/Institution Name: City","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Perf Submission Title","FIND Evaluation","Study Type","Type of data source","Assay Target","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Target Patient Group","Sample Type","Total number of samples","Number of positive samples","Number of negative samples"
"a2v69000004gLcf","a2r69000007lboR","a266900000BsdCf","06.07.2023","Neglected Tropical Diseases","Unknown","Colombia","Region of the Americas","xerion.com.co","Xerion","Chagas AC Cassette","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","98.07","0.00","0.00","","Serum; Plasma; Whole Blood","214","14","200"
"a2v69000004gLcf","a2r69000007lboR","a266900000CC5fV","06.07.2023","Neglected Tropical Diseases","Unknown","Colombia","Region of the Americas","xerion.com.co","Xerion","Chagas AC Cassette","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Colombia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","88.03","85.32","90.75","100.00","99.82","100.00","Chronic","Serum","585","0","0"
"a2v69000004gLcf","a2r69000007lboR","a266900000CC5fW","06.07.2023","Neglected Tropical Diseases","Unknown","Colombia","Region of the Americas","xerion.com.co","Xerion","Chagas AC Cassette","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Bolivia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","86.51","81.30","90.44","93.01","88.41","95.87","Chronic","Serum","401","0","0"
"a2v69000004gLbt","a2r69000007lc1V","a266900000BsdBS","06.07.2023","Neglected Tropical Diseases","São Carlos","Brazil","Region of the Americas","wamadiagnostica.com.br","Wama Diagnóstica","Imuno-HAI Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Agglutination","","Slide Agglutination","","No instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","65.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","98.70","0.00","0.00","","Serum","318","83","235"
"a2v69000004gLbt","a2r69000007lc1V","a266900000BsdBT","06.07.2023","Neglected Tropical Diseases","São Carlos","Brazil","Region of the Americas","wamadiagnostica.com.br","Wama Diagnóstica","Imuno-HAI Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Agglutination","","Slide Agglutination","","No instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","65.00","Yes","No","Caballero Evaluation of serological test 2007","No","Independent","Published scientific article","Antibody (serological)","86.79","0.00","0.00","0.00","0.00","0.00","","Whole Blood","166","53","113"
"a2v69000004gLbt","a2r69000007lc1V","a266900000BsdBU","06.07.2023","Neglected Tropical Diseases","São Carlos","Brazil","Region of the Americas","wamadiagnostica.com.br","Wama Diagnóstica","Imuno-HAI Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Agglutination","","Slide Agglutination","","No instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","65.00","Yes","No","WHO comparative study data 2010","No","Independent","Published scientific article","Antibody (serological)","100.00","97.20","100.00","95.80","92.60","97.90","","Serum","430","168","262"
"a2v69000004gLbs","a2r69000007lbnh","a266900000BsdBV","06.07.2023","Neglected Tropical Diseases","São Carlos","Brazil","Region of the Americas","wamadiagnostica.com.br","Wama Diagnóstica","Imuno-CON Chagas","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA; CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Immunofluorescence Assay (microscopy)","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Serum","","110.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","100.00","0.00","0.00","","Serum","318","83","235"
"a2v69000004gLi5","a2r69000007lbnq","a266900000Bsd6o","13.07.2023","Neglected Tropical Diseases","Unknown","Cuba","Region of the Americas","tecnosuma.co","Tecnosuma International","Umelisa Chagas","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Brazil ANVISA; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum; Whole Blood","","130.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","100.00","0.00","0.00","","Serum","0","0","0"
"a2v69000004gLi5","a2r69000007lbnq","a266900000Bsd6p","13.07.2023","Neglected Tropical Diseases","Unknown","Cuba","Region of the Americas","tecnosuma.co","Tecnosuma International","Umelisa Chagas","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Brazil ANVISA; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum; Whole Blood","","130.00","Yes","No","Caicedo Díaz comparative study 2019","No","Independent","Published scientific article","Antibody (serological)","92.58","89.17","95.98","97.55","95.41","99.69","","Venous blood","501","256","245"
"a2v69000004gL3W","a2r69000007lboP","a266900000BscAa","06.07.2023","Neglected Tropical Diseases","Pickering","Canada","Region of the Americas","btnx.com","BTNX Inc.","The Rapid Response Chagas Antibody Test Cassette","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","10.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","95.00","764.00","99.10","99.90","96.30","100.00","","Serum; Plasma; Whole Blood","119","19","100"
"a2v69000004gL3G","a2r69000007lbnw","a266900000Bsc8d","06.07.2023","Neglected Tropical Diseases","Unknown","Spain","European Region","","BLK Diagnostics","ELISA BLK","","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Status Unknown","Unknown","","Unknown","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","","","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gL3F","a2r69000007lbkh","a266900000Bsc8X","06.07.2023","Neglected Tropical Diseases","Apeldoorn","Netherlands","European Region","biozek.com","Biozek Medical","Chagas Rapid Test Cassette- WB/S/P","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Ecuador ARCSA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","92.90","66.10","99.80","98.40","96.00","99.60","","Serum; Plasma; Whole Blood","264","17","247"
"a2v69000004gL40","a2r69000007lc19","a266900000BscBJ","06.07.2023","Neglected Tropical Diseases","Unknown","Australia","Western Pacific Region","cellabs.com.au","Cellabs Pty Ltd","Cellabs T. cruzi IgG CELISA II","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","115.00","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","","0","0","0"
"a2v69000004gL1i","a2r69000007lboD","a266900000Bsc55","06.07.2023","Neglected Tropical Diseases","Rio de Janeiro","Brazil","Region of the Americas","bio.fiocruz.br/index.php/br/","Bio-Manguinhos | Fiocruz","TR Chagas - Bio-Manguinhos","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","99.40","0.00","0.00","98.50","0.00","0.00","","Serum; Plasma; Whole Blood","387","187","200"
"a2v69000004gL1i","a2r69000007lboD","a266900000CC5fm","06.07.2023","Neglected Tropical Diseases","Rio de Janeiro","Brazil","Region of the Americas","bio.fiocruz.br/index.php/br/","Bio-Manguinhos | Fiocruz","TR Chagas - Bio-Manguinhos","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Colombia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","84.75","81.66","87.85","70.85","65.25","76.44","Chronic","Serum","551","0","0"
"a2v69000004gL1i","a2r69000007lboD","a266900000CC5fn","06.07.2023","Neglected Tropical Diseases","Rio de Janeiro","Brazil","Region of the Americas","bio.fiocruz.br/index.php/br/","Bio-Manguinhos | Fiocruz","TR Chagas - Bio-Manguinhos","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Brazil ANVISA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Bolivia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","97.69","94.70","99.01","78.57","72.05","83.91","Chronic","Serum","398","0","0"
"a2v69000004gL65","a2r69000007lboL","a266900000BscFW","06.07.2023","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","Onsite Chagas Ab Rapid test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","92.90","0.00","0.00","100.00","0.00","0.00","","Serum; Whole Blood","414","214","200"
"a2v69000004gL65","a2r69000007lboL","a266900000BscFX","06.07.2023","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","Onsite Chagas Ab Rapid test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","15.00","Yes","No","Flores Comparison of conventional vs non-conventional Chagas diagnostics","No","Independent","Published scientific article","Antibody (serological)","95.50","89.70","100.00","96.90","93.00","100.00","","Serum","100","38","62"
"a2v69000004gL65","a2r69000007lboL","a266900000BscFY","06.07.2023","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","Onsite Chagas Ab Rapid test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","15.00","Yes","No","Sachez-Camargo comparative study 2014","No","Independent","Published scientific article","Antibody (serological)","90.10","0.00","0.00","90.00","0.00","0.00","","Serum","0","0","0"
"a2v69000004gL65","a2r69000007lboL","a266900000CC5fg","06.07.2023","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","Onsite Chagas Ab Rapid test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Colombia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","93.85","91.81","95.88","97.53","95.54","99.51","Chronic","Serum","585","0","0"
"a2v69000004gL65","a2r69000007lboL","a266900000CC5fh","06.07.2023","Neglected Tropical Diseases","Poway","United States","Region of the Americas","ctkbiotech.com","CTK Biotech, Inc.","Onsite Chagas Ab Rapid test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; Brazil ANVISA; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Bolivia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","94.04","90.07","96.48","97.31","93.86","98.85","Chronic","Serum","404","0","0"
"a2v69000004gL5X","a2r69000007lbkm","a266900000BscEv","06.07.2023","Neglected Tropical Diseases","Gembloux","Belgium","European Region","corisbio.com","Coris BioConcept","Chagas Sero K-SeT rapid diagnostic test (RUO)","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Research Use Only (RUO)","None","","Unspecified Market Entry","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Plasma; Serum","","15.00","Yes","No","Published data - Chagas (Murphy 2019)","No","Independent","Published scientific article","Antibody (serological)","73.70","57.80","85.10","76.30","55.50","86.00","","","68","38","30"
"a2v69000004gL4e","a2r69000007lboI","a266900000BscD7","06.07.2023","Neglected Tropical Diseases","Medford","United States","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","Chagas Stat-Pak","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","99.80","0.00","0.00","100.00","0.00","0.00","","Serum; Plasma; Whole Blood","0","0","0"
"a2v69000004gL4e","a2r69000007lboI","a266900000BscD8","06.07.2023","Neglected Tropical Diseases","Medford","United States","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","Chagas Stat-Pak","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","Eguez Evaluation of duo RDTs 2017","No","Independent","Published scientific article","Antibody (serological)","100.00","99.80","100.00","99.30","99.30","99.80","","Finger prick blood","341","208","133"
"a2v69000004gL4e","a2r69000007lboI","a266900000BscD9","06.07.2023","Neglected Tropical Diseases","Medford","United States","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","Chagas Stat-Pak","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","Suescun Comparison of 2 RDTs","No","Independent","Published scientific article","Antibody (serological)","100.00","95.90","100.00","100.00","98.30","100.00","","Finger prick blood","305","90","215"
"a2v69000004gL4e","a2r69000007lboI","a266900000BscDA","06.07.2023","Neglected Tropical Diseases","Medford","United States","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","Chagas Stat-Pak","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","Sachez-Camargo comparative study 2014","No","Independent","Published scientific article","Antibody (serological)","87.20","0.00","0.00","93.20","0.00","0.00","","","0","0","0"
"a2v69000004gL4e","a2r69000007lboI","a266900000CC5fd","06.07.2023","Neglected Tropical Diseases","Medford","United States","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","Chagas Stat-Pak","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Colombia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","95.90","94.20","97.59","99.65","98.78","100.00","Chronic","Serum","585","0","0"
"a2v69000004gL4e","a2r69000007lboI","a266900000CC5fe","06.07.2023","Neglected Tropical Diseases","Medford","United States","Region of the Americas","chembio.com","Chembio Diagnostic Systems, Inc.","Chagas Stat-Pak","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Bolivia AGEMED; CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","15.00","Yes","No","FIND evaluation (Bolivia)","Yes","Independent","FIND report/test evaluation","Antibody (serological)","92.75","88.39","95.56","99.44","96.87","99.90","Chronic","Serum","384","0","0"
"a2v69000004gL4W","a2r69000007lboM","a266900000BscCx","06.07.2023","Neglected Tropical Diseases","Unknown","Mexico","Region of the Americas","certumdiagnostics.com","Certum Diagnostics","Chagas Rapid Test Cassette","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","Mexico COFEPRIS","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Serum; Venous blood","","15.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","92.90","661.00","99.80","98.40","69.00","99.60","","Serum; Whole Blood","264","17","247"
"a2v69000004gL4L","a2r69000007lc0K","a266900000BscCo","06.07.2023","Neglected Tropical Diseases","San Mateo de Gallego","Spain","European Region","certest.es/","CERTEST BIOTEC SL","VIASURE Trypanosoma cruzi Real Time PCR Detection Kit","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","DNA","Satellite DNA","qPCR","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum; Whole Blood","","70.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","DNA","0.00","0.00","0.00","0.00","0.00","0.00","","Serum; Plasma; Whole Blood","0","0","0"
"a2v69000004gL6u","a2r69000007lc0L","a266900000BscGr","06.07.2023","Neglected Tropical Diseases","Sesto San Giovanni","Italy","European Region","diapro.it","DIA.PRO Diagnostic Bioprobes S.r.l.","TCRUZIDNA.CE","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Whole Blood","","","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","DNA","100.00","0.00","0.00","100.00","0.00","0.00","","Whole Blood","30","20","10"
"a2v69000004gL6t","a2r69000007lbo1","a266900000BscH0","06.07.2023","Neglected Tropical Diseases","Sesto San Giovanni","Italy","European Region","diapro.it","DIA.PRO Diagnostic Bioprobes S.r.l.","T.cruzi Ab ELISA","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","115.00","Yes","No","IFU data - Chagas","No","Company-Sponsored","Instructions for Use (IFU)","Antibody (serological)","100.00","0.00","0.00","99.50","0.00","0.00","","Serum","0","0","0"
"a2v69000004gL6t","a2r69000007lbo1","a266900000BscH1","06.07.2023","Neglected Tropical Diseases","Sesto San Giovanni","Italy","European Region","diapro.it","DIA.PRO Diagnostic Bioprobes S.r.l.","T.cruzi Ab ELISA","Triage/Screening","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD; Colombia INVIMA","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Chagas IgG; Chagas IgM","ELISA/EIA","","IA Reagent Kit","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Plasma; Serum","","115.00","Yes","No","Caicedo Díaz comparative study 2019","No","Independent","Published scientific article","Antibody (serological)","95.70","93.02","98.38","97.14","94.85","99.43","","Venous blood","501","256","245"
"a2v69000004gL76","a2r69000007lboJ","a266900000BscHF","06.07.2023","Neglected Tropical Diseases","Woodland Hills","United States","Region of the Americas","rapidtest.com","Diagnostic Automation / Cortez Diagnostics (DACD)","OneStep Chagas (Trypanosoma cruzi) Serum/WB/ Plasma RapiDip InstaTest","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Regulatory Achieved","CE-IVDD","US FDA Clearance","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Finger prick blood; Plasma; Serum; Venous blood","","10.00","Yes","No","Trypanosoma cruzi BLANK","No","Company-Sponsored","","","0.00","0.00","0.00","0.00","0.00","0.00","","Serum; Plasma; Whole Blood","0","0","0"
"a2v69000004gL5y","a2r69000007lbkn","a266900000BscFD","06.07.2023","Neglected Tropical Diseases","Shirley","United States","Region of the Americas","creative-diagnostics.com","Creative Diagnostics","Chagas Ab Rapid Test","Diagnostic/confirmatory test","ID","Chagas Disease","Trypanosoma cruzi","Research Use Only (RUO)","None","","Unspecified Market Entry","Immunoassay","Antibody (serological)","Chagas Total Antibody","Lateral Flow Assay","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Serum","","10.00","Yes","No","Website data - Chagas","No","Company-Sponsored","Company website","Antibody (serological)","0.00","0.00","0.00","0.00","0.00","0.00","","Serum","0","0","0"
