"Test Directory Package ID","Assay: Assay ID","Performance Detail Submission ID","Created Date","Assay: Company/Institution Name: Country","Assay: Company/Institution Name: City","Assay: Company/Institution Name: WHO Region","Assay: Company/Institution Name: Website","Assay: Company/Institution Name: Organisation Name","Assay: Assay Name","Assay: Primary Use Case","Assay: Assay Aim","Assay: Disease Target","Assay: Target Pathogen","Assay: Stage of Development","Assay: Regulatory Approval","Assay: Other Regulatory Approval","Assay: Planned Market Entry","Assay: Type of Technology","Assay: Assay Target","Assay: Target Analyte(s)","Assay: Technology principle","Assay: Other Technology principle","Assay: Readout Technology","Assay: Test Format","Assay: Other Test Format","Assay: Instrument requirement","Assay: Level of automation","Assay: Lab vs. POC","Assay: Self-testing/Self-Collection","Assay: Validated Sample Types","Assay: Other Validated Sample Type","Assay: Serovar subtype","Assay: Other serovar subtype","Assay: Time to results (mins)","Assay: Test to be listed on FIND's web page?","Assay: Confidentiality Level","Data to be published on FIND's web page","Study Type","FIND Evaluation","Assay Target","Assay: Health Level","Total number of samples","Number of positive samples","Number of negative samples","Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Created By: Full Name","Last Modified By: Full Name","Instrument: Instrument ID","Instrument: Instrument Name"
"a2v69000003L9n4","a2r69000006Shkt","","01.09.2023","United Kingdom","Guildford","European Region","clin-tech.co.uk","Clin-Tech Ltd","Microimmune Measles IgM Capture EIA (breakaway well) – kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","Capture ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","Oral fluid","Unspecified","","100.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9ls","a2r69000006ShjS","","01.09.2023","Canada","Thorold","Region of the Americas","norgenbiotek.com","Norgen Biotek Corporation","Vibrio cholerae TaqMan PCR Detection Kits","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool; Other","Food Samples","V.cholerae O1; V.cholerae O139","","33.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9n5","a2r69000006Shku","","01.09.2023","United Kingdom","Guildford","European Region","clin-tech.co.uk","Clin-Tech Ltd","Microimmune Measles IgG Capture EIA – kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Capture ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum; Other","Oral fluid","Unspecified","","100.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mQ","a2r69000006ShkF","","01.09.2023","Taiwan","Taipei","Western Pacific Region","abnova.com","AbNova","Measles IgG ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","60.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9n2","a2r69000006Shkr","","01.09.2023","United States","Pleasanton","Region of the Americas","bosterbio.com","Boster Bio","Human Measles (Rubeola) IgG ELISA Kit (Direct EIA)","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","50.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mR","a2r69000006ShkG","","01.09.2023","United States","Cheyenne","Region of the Americas","accuquiktestkits.com","Accuquik Test Kits","Measles Virus Antibody Test Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","15.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9n3","a2r69000006Shks","","01.09.2023","United States","Pleasanton","Region of the Americas","bosterbio.com","Boster Bio","Human Measles (Rubeola) IgM ELISA Kit (Direct EIA)","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","50.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mP","a2r69000006ShkE","","01.09.2023","Chile","Concepción","Region of the Americas","kitpcr.com","BioinGentech Biotechnology","HumPCR Measles Virus Detection Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","PCR (conventional)","","","NAT reagent kit (open source)","End-point reverse transcription PCR","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Purified RNA","","Unspecified","","180.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9lZ","a2r69000006Shj4","","01.09.2023","China","Taizhou City","Western Pacific Region","bioperfectus.com","Jiangsu Bioperfectus Technologies Co., Ltd.","Vibrio Cholerae Serogroup O139 Real Time PCR Kit","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool; Stool (Feces) Culture"," ","V.cholerae O139","","33.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9lX","a2r69000006Shj2","","01.09.2023","China","Taizhou City","Western Pacific Region","bioperfectus.com","Jiangsu Bioperfectus Technologies Co., Ltd.","Vibrio Cholerae Real Time PCR Kit (RUO)","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool; Stool (Feces) Culture"," ","Unspecified","","62.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9lY","a2r69000006Shj3","","01.09.2023","China","Taizhou City","Western Pacific Region","bioperfectus.com","Jiangsu Bioperfectus Technologies Co., Ltd.","Vibrio Cholerae Serogroup O1 Real Time PCR Kit","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool; Stool (Feces) Culture"," ","V.cholerae O1","","33.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9lb","a2r69000006Shj6","","01.09.2023","China","Taizhou City","Western Pacific Region","bioperfectus.com","Jiangsu Bioperfectus Technologies Co., Ltd.","Vibrio Cholerae (CTXB) Real Time PCR Kit","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Cholera CTX gene","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool; Stool (Feces) Culture"," ","Unspecified","","33.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mC","a2r69000006Shk1","","01.09.2023","United Kingdom","Cambridge","European Region","abbexa.com","Abbexa","Human Measles Virus Antibody ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum; Other","Cell culture supernatant or media; tissue homogenate; other biological fluid","Unspecified","","90.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mD","a2r69000006Shk2","","01.09.2023","United Kingdom","Cambridge","European Region","abbexa.com","Abbexa","Human Measles Virus IgG (MV IgG) ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","120.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9la","a2r69000006Shj5","","01.09.2023","China","Taizhou City","Western Pacific Region","bioperfectus.com","Jiangsu Bioperfectus Technologies Co., Ltd.","Vibrio Cholerae (CTXA) Real Time PCR Kit","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Cholera CTX gene","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Stool; Stool (Feces) Culture"," ","Unspecified","","33.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mg","a2r69000006ShkV","","01.09.2023","United States","Centennial","Region of the Americas","novusbio.com","Novus Biologicals LLC","Human Rubella Virus Antibody (IgG) ELISA Kit (Colorimetric)","Diagnostic/confirmatory test","ID","Rubella","Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nT","a2r69000006ShlI","","01.09.2023","United Kingdom","Bradford","European Region","elisakits.co.uk","ELISAKITS.co.uk","Measles IgG ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","120.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nU","a2r69000006ShlJ","","01.09.2023","United Kingdom","Bradford","European Region","elisakits.co.uk","ELISAKITS.co.uk","Measles IgM ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","120.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9o1","a2r69000006Shlq","","01.09.2023","United States","Rockville","Region of the Americas","origene.com","OriGene Technologies, Inc.","Human Measles IgM ELISA kit","","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","180.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9o0","a2r69000006Shlp","","01.09.2023","United States","Rockville","Region of the Americas","origene.com","OriGene Technologies, Inc.","Human Measles IgG ELISA kit","","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","180.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9lv","a2r69000006ShjV","","01.09.2023","United Kingdom","Stone","European Region","pcrmax.com","PCRMax","Vibrio cholerae toxogenic subtypes (ctxB gene)","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Cholera CTX gene","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Other","All kinds of sample material suited for PCR amplification can be used.","Unspecified","","60.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9n8","a2r69000006Shkx","","01.09.2023","United States","Shirley","Region of the Americas","creative-diagnostics.com","Creative Diagnostics","Measles IgG ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","110.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9n9","a2r69000006Shky","","01.09.2023","United States","Shirley","Region of the Americas","creative-diagnostics.com","Creative Diagnostics","Measles IgM ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","110.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9n6","a2r69000006Shkv","","01.09.2023","United States","Shirley","Region of the Americas","creative-biogene.com","Creative Biogene","Measles Virus Real Time RT-PCR Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","Two step RT and then separate PCR. Based on fluorogenic 5 nuclease assy.","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","Unspecified","","50.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9lu","a2r69000006ShjU","","01.09.2023","United Kingdom","Stone","European Region","pcrmax.com","PCRMax","All Vibrio Cholerae Subspecies","","ID","Cholera","Vibrio cholerae","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","DNA","Cholera ompW gene","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Other","All kinds of sample material suited for PCR amplification can be used.","Unspecified","","60.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9n7","a2r69000006Shkw","","01.09.2023","United States","Shirley","Region of the Americas","creative-biogene.com","Creative Biogene","Measles Virus and Rubella Virus Real Time RT-PCR Kit","Diagnostic/confirmatory test","ID","Measles; Rubella","Measles morbillivirus; Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Nasal swab; Nasopharyngeal swab","","Unspecified","","50.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mc","a2r69000006ShkR","","01.09.2023","United States","San Diego","Region of the Americas","mybiosource.com","MyBiosource.com","RV IgM elisa kit -Human anti-rubella virus IgM antibody, anti-RV IgM ELISA Kit","","ID","Rubella","Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nB","a2r69000006Shl0","","01.09.2023","United States","Shirley","Region of the Americas","creative-diagnostics.com","Creative Diagnostics","Measles Virus IgM ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","105.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mb","a2r69000006ShkQ","","01.09.2023","United States","San Diego","Region of the Americas","mybiosource.com","MyBiosource.com","Human Rubella IgM ELISA Kit","","ID","Rubella","Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nC","a2r69000006Shl1","","01.09.2023","United States","Shirley","Region of the Americas","creative-diagnostics.com","Creative Diagnostics","Human MV-IgG (Measles virus-Immunoglobulin G) ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum; Other","Tissue homogenates; Other biological fluids","Unspecified","","75.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nA","a2r69000006Shkz","","01.09.2023","United States","Shirley","Region of the Americas","creative-diagnostics.com","Creative Diagnostics","Measles IgA ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgA","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","110.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nl","a2r69000006Shla","","01.09.2023","United States","Minneapolis","Region of the Americas","ibl-america.com","Immuno-Biological Laboratories, Inc. (IBL-America)","Measles Virus IgM ELISA","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","105.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oN","a2r69000006ShmC","","01.09.2023","China","Wuhan","Western Pacific Region","fn-test.com","Wuhan Fine Biotech Co., Ltd.","Human MV-IgG ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","75.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nt","a2r69000006Shli","","01.09.2023","China","Zhenjiang City","Western Pacific Region","en.bio-uninovo.com.cn","Jiangsu Uninovo Biological Technology","Multiplex Real-time PCR Kit for Measles Virus-specie and genotype A+H specific","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Unknown","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oU","a2r69000006ShmJ","","01.09.2023","United States","Abbott Park","Region of the Americas","abbott.com","Abbott Laboratories","Bioline RUBELLA IgG/IgM","Diagnostic/confirmatory test","ID","Rubella","Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG; Anti-RuV IgM","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Plasma; Serum","","Unspecified","","30.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nu","a2r69000006Shlj","","01.09.2023","United States","San Diego","Region of the Americas","mybiosource.com","MyBiosource.com","Human Measles (MS) ELISA Kit","","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Unknown","ELISA/EIA","","","IA Reagent Kit","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Unknown","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oS","a2r69000006ShmH","","01.09.2023","United Kingdom","Cambridge","European Region","abbexa.com","Abbexa","Human Rubella Virus IgG Rapid Test Kit","","ID","Rubella","Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","Lateral Flow Assay","","","Rapid diagnostic test (strip or cassette)","","No instrumentation is required","Unknown","True Point of Care","Intended for professional use only","Serum","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9ns","a2r69000006Shlh","","01.09.2023","China","Zhenjiang City","Western Pacific Region","en.bio-uninovo.com.cn","Jiangsu Uninovo Biological Technology","Real-Time PCR Detection Kit for Measles Virus","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Unknown","","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oT","a2r69000006ShmI","","01.09.2023","United Kingdom","Cambridge","European Region","abbexa.com","Abbexa","Human Rubella Virus IgM Antibody (RV IgM) ELISA Kit","","ID","Rubella","Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgM","ELISA/EIA","","","IA Reagent Kit","Capture ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum; Other","Cell culture supernatants; Tissue homogenates","Unspecified","","90.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oR","a2r69000006ShmG","","01.09.2023","United Kingdom","Cambridge","European Region","abbexa.com","Abbexa","Human Rubella Virus IgG Antibody (RV IgG) ELISA Kit","","ID","Rubella","Rubella virus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-RuV IgG","ELISA/EIA","","","IA Reagent Kit","Indirect ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum; Other","Cell culture supernatants; Tissue homogenates","Unspecified","","120.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oO","a2r69000006ShmD","","01.09.2023","China","Wuhan","Western Pacific Region","fn-test.com","Wuhan Fine Biotech Co., Ltd.","Human MV-IgM ELISA Kit","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Immunoassay","Antibody (serological)","Anti-MeV IgM","ELISA/EIA","","","IA Reagent Kit","Capture ELISA","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Plasma; Serum","","Unspecified","","105.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9mu","a2r69000006Shkj","","01.09.2023","Chile","Concepción","Region of the Americas","kitpcr.com","BioinGentech Biotechnology","One Step qRT-PCR Measles Virus","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Purified RNA","","Unspecified","","40.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9nb","a2r69000006ShlQ","","01.09.2023","United Kingdom","Eastleigh","European Region","primerdesign.co.uk/home","Primer Design Ltd","Human Measles Virus","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","One-step RT-PCR with fluorescent probe","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Unknown","","Unspecified","","65.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9oC","a2r69000006Shm1","","01.09.2023","United States","Erlangen","Region of the Americas","siemens-healthineers.com","Siemens Healthcare GmbH","FTD Fever and Rash","Diagnostic/confirmatory test","ID","Measles; Meningitis","Enterovirus; Measles morbillivirus; Other","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Unknown","qPCR","","","NAT reagent kit (open source)","","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Cerebrospinal fluid (CSF); Oropharyngeal swab; Sputum; Stool; Other","Blood (with heparin)","Unspecified","","","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
"a2v69000003L9na","a2r69000006ShlP","","01.09.2023","Germany","Duisburg","European Region","genekam.de","Genekam","Measles Virus","Diagnostic/confirmatory test","ID","Measles","Measles morbillivirus","Research Use Only (RUO)","None","","Already on the market (commercialized)","Molecular","RNA","Other","qPCR","","","NAT reagent kit (open source)","Two-step RT-PCR with fluorescent probe","Standard lab instrumentation is required","Unknown","Lab-based","Intended for professional use only","Serum; Urine; Whole Blood; Other","Oral fluid; Throat probes; Nervous system; Lesion probes; Any body fluid","Unspecified","","150.00","Yes","","","","","","","","","","","","","","","","Sophie Crettaz","Sophie Crettaz","",""
