"Submission ID","Performance Detail Submission ID","Created Date","Date of Submission","Country of Manufacturer","Region","Website","Organisation Name","Submission Title","Disease Target","Stage of Development","Regulatory Approval","Type of Technology","Assay Target","Target Analyte(s)","Technology principle","Test Format","Instrument requirement","Level of automation","Lab vs. POC","Self-testing/Self-Collection","Validated Sample Types","Time to results excl sample prep (mins)","Time to results incl sample prep (mins)","Connectivity Solution","FIND Evaluation","Impact of SARS-COV-2 Alpha variant","Impact of SARS-COV-2 Beta variant","Impact of SARS-COV-2 Gamma variant","Impact of SARS-COV-2 Delta variant","Impact of SARS-COV-2 Delta+ variant","Impact of SARS-COV-2 Omicron variant","S gene dropout","SARS-CoV-2 variant(s)","Test to be listed on FIND's web page?","Data to be published on FIND's web page","Is this a variant detection test?","Revoked/Not Approved By","Study Type","Sensitivity (%)","Specificity (%)","Number of positive samples","Number of negative samples","Total number of samples"
"a0B6900001LloZ0","a266900000B43hV","28.02.2022","28.02.2022","China","Western Pacific","realytech.com","Hangzhou Realy Tech Co., ltd.","Sonictec Novel Coronavirus (SARS-Cov-2) Antigen Rapid Test Device (nasal swab)","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","10.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.51","100.00","245","430","575"
"a0B6900001Lle2Y","a266900000B2ln7","04.02.2022","04.02.2022","China","Western Pacific","realytech.com","Hangzhou Realy Tech Co., ltd.","Novel Coronavirus (SARS-COV-2) Antigen Rapid Test","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab","20.00","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LlOeu","a266900000AwJeh","22.12.2021","22.12.2021","China","Western Pacific","realytech.com","Hangzhou Realy Tech Co., ltd.","Novel Coronavirus (SARS-Cov-2) Antigen Rapid Test Device (nasal swab)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasal swab","20.00","25.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001Lloem","a266900000B44Rr","28.02.2022","28.02.2022","China","Western Pacific","realytech.com","Hangzhou Realy Tech Co., ltd.","Novel Coronavirus (SARS-Cov-2) Antigen Rapid Test Device (nasal swab) (self-test","SARS-CoV-2","Regulatory Achieved","Australia TGA","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","10.00","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.51","100.00","245","430","675"
"a0B6900001LlzSx","a266900000B5QHU","28.03.2022","","China","Western Pacific","sejoy.com.cn/","Hangzhou Sejoy Electronics & Instruments Co.,ltd.","SARS-CoV-2 Antigen Saliva Lolly Test","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","93.91","99.15","115","117","232"
"a0B6900001LlzWc","a266900000B5QJq","28.03.2022","","China","Western Pacific","sejoy.com.cn/","Hangzhou Sejoy Electronics & Instruments Co.,ltd.","SARS-CoV-2 Antigen Rapid Test Cassette","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.50","100.00","0","0","0"
"a0B6900001LlrzV","a266900000B4XxX","08.03.2022","08.03.2022","China","Western Pacific","sejoy.com.cn/","Hangzhou Sejoy Electronics & Instruments Co.,ltd.","Sejoy SARS-CoV-2 Antigen Rapid Test Cassette","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.00","100.00","0","0","0"
"a0B6900001J4BTf","a266900000A9wFb","04.05.2021","04.05.2021","China","Western Pacific","singclean.net","Hangzhou Singclean Medical Products Co., ltd.","COVID-19 Test kit (Colloidal Gold Method) Saliva","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","99.99","99.57","167","230","397"
"a0B6900001J4OOS","a266900000A9wJJ","04.06.2021","04.06.2021","China","Western Pacific","singclean.net","Hangzhou Singclean Medical Products Co., ltd.","COVID-19 Test Kit (Colloidal Gold Method)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL Under Assessment","Company-Sponsored","97.99","99.71","149","350","499"
"a0B6900001LlLcr","a266900000AvTHH","13.12.2021","","China","Western Pacific","singclean.net","Hangzhou Singclean Medical Products Co., ltd.","COVID-19 lgG/lgM Test kit (Colloidal Gold Method)","SARS-CoV-2","Regulatory Achieved","CE-IVD; WHO EUL Under Assessment","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma; Whole Blood","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.00","98.29","200","820","1020"
"a0B6900001LlczH","a266900000B2ldP","01.02.2022","01.02.2022","China","Western Pacific","singclean.net","Hangzhou Singclean Medical Products Co., ltd.","COVID-19 Test Kit (Colloidal Gold Method)(for self-testing)","SARS-CoV-2","Regulatory Achieved","CE-IVD; Other","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.99","99.71","149","350","499"
"a0B6900001Llhy0","a266900000B3D2N","14.02.2022","14.02.2022","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","Medriva COVID-19 Antigen test cassette (Nasal)","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.00","99.60","35","65","100"
"a0B6900001LlwWY","a266900000B58oi","21.03.2022","21.03.2022","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","Secure Plus SARS-CoV-2 Antigen Test Cassette","SARS-CoV-2","Regulatory Achieved","Australia TGA","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","20.00","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.10","100.00","225","459","684"
"a0B6900001J3yAx","a266900000B58nT","31.03.2021","31.03.2021","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","Testsealabs COVID-19 Antigen test Cassette","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","20.00","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","94.40","99.60","125","250","375"
"a0B6900001J3w5Y","a266900000A9wAZ","26.03.2021","26.03.2021","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","Cellife Covid-19 Antigen Test Cassette","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","85.00","98.40","20","250","270"
"a0B6900001J3w5i","a266900000A9wAa","26.03.2021","26.03.2021","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","COVID-19 Antigen test cassette (Nasal)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","80.70","99.20","26","250","276"
"a0B6900001J3w6v","a266900000A9wAe","26.03.2021","26.03.2021","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","COVID-19 Antigen Test Cassette (Saliva)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","90.00","100.00","60","30","90"
"a0B6900001LlzWd","a266900000B5QJp","28.03.2022","","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","COVID-19 Antigen Test Cassette","SARS-CoV-2","Regulatory Achieved","Australia TGA; CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.00","98.00","35","99","134"
"a0B6900001LlczV","a266900000B2ldF","01.02.2022","01.02.2022","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","Cellife Covid-19 Antigen Test Cassette for self-testing","SARS-CoV-2","Regulatory Achieved","Australia TGA","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.00","98.00","35","65","100"
"a0B6900001Llduy","a266900000B2bti","04.02.2022","04.02.2022","China","Western Pacific","testsealabs.de","Hangzhou Testsea Biotechnology Co.,ltd.","Testsea SARS-CoV-2 Antigen Test Kit","SARS-CoV-2","Regulatory Achieved","Australia TGA","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","20.00","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.80","98.80","125","250","375"
"a0B6900001PDnlO","a266900000BBn85","25.05.2022","25.05.2022","Australia","Western Pacific","ha-tech-ltd.com","HA TECH","RT-PCR IVD MEDICAL DEVICE FOR 2019 NOVEL CORONAVIRUS NUCLEIC ACID DETECTION","SARS-CoV-2","Regulatory Achieved","Australia TGA","Molecular","RNA","Unknown","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Unknown","0.00","0.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001J3w9f","a266900000A9wAl","26.03.2021","26.03.2021","Turkey","Europe","hayatgenetics.com","Hayat Genetics","Hayat Rapid Colorimetric & Fluorimetric One Step LAMP SARS-CoV-2 Test Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD; Other","Molecular","RNA","E gene; N gene","RT-LAMP","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Nasal swab","30.00","32.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","95.16","98.02","151","252","403"
"a0B6900001Llpe4","a266900000B4Ek4","02.03.2022","02.03.2022","United States","Americas","healgen.com","Healgen Scientific LLC.","Healgen Rapid COVID-19 Antigen Test - self test","SARS-CoV-2","Regulatory Achieved","Japan MHLW; CE-IVD; MHRA UK","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasopharyngeal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.25","100.00","0","0","0"
"a0B6900001J4BT6","a266900000A9wFV","04.05.2021","04.05.2021","United States","Americas","healgen.com","Healgen Scientific LLC.","Healgen Rapid COVID-19 Antigen Test","SARS-CoV-2","Regulatory Achieved","CE-IVD; WHO EUL Under Assessment","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","","","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","97.25","100.00","0","0","0"
"a0B6900001Lm4cy","a266900000BEWLc","11.04.2022","11.04.2022","United States","Americas","healgen.com","Healgen Scientific LLC.","COVID-19 IgG/IgM Rapid Test Cassette (Whole Blood/Serum/Plasma)","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","86.70","99.00","90","101","191"
"a0B6900001LlzSy","a266900000B5QHV","28.03.2022","","United States","Americas","healgen.com","Healgen Scientific LLC.","Coronavirus Ag Rapid Test Cassette","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001Lklfy","a2669000009z9eA","02.09.2021","02.09.2021","United States","Americas","hqesoterics.com","HealthQuest Esoterics","HealthQuest Esoterics TaqPath SARS-CoV-2 Assay","SARS-CoV-2","Regulatory Achieved","US FDA EUA","Molecular","RNA","N gene; S gene; ORF1ab","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Bronchoalveolar lavage; Sputum","","","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Possible S-gene drop out (based on in silico analyses)","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","","",""
"a0B6900001LlzSz","a266900000B5QHW","28.03.2022","","China","Western Pacific","www.udxbio.com","Henan UDX Biotechnology CO., LTD.","UDXBIO","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","92.38","100.00","105","363","468"
"a0B6900001LlzT0","a266900000B5QHX","28.03.2022","","Austria","Europe","www.hgh-group.at/","HGH Desinfections und Cosmetique GmbH","Covid-19 Slide Test","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","93.00","100.00","0","0","0"
"a0B6900001J3qYu","a266900000A9w9Z","12.03.2021","12.03.2021","Ireland","Europe","hibergene.com","HiberGene Diagnostics","HG COVID-19","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","N gene","RT-LAMP","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva","60.00","70.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","100.00","100.00","27","40","67"
"a0B6900001Lkp31","a266900000A02ai","13.09.2021","13.09.2021","India","South-East Asia","himedialabs.com","HiMedia Laboratories Pvt ltd.","Hi-PCR Coronavirus (COVID-19) Multiplex Probe PCR Kit","SARS-CoV-2","Regulatory Achieved","CE-IVD","Molecular","RNA","E gene; N gene; RdRp gene","qRT-PCR","NAT reagent kit – open source","Standard lab instrumentation is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","100.00","130.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","98.70","98.80","75","85","160"
"a0B6900001LlzT1","a266900000B5QHY","28.03.2022","","China","Western Pacific","hipro.us","Hipro Biotechnology Co.,ltd.","SARS-CoV-2 Antigen Test Kit (Colloidal Gold) - Saliva","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LlzX8","a266900000B5QKU","28.03.2022","","China","Western Pacific","hipro.us","Hipro Biotechnology Co.,ltd.","SARS-COV-2 ANTIGEN TEST KIT (COLLOIDAL GOLD)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","0.00","0.00","0","0","0"
"a0B6900001LkleH","a2669000009z9cT","02.09.2021","02.09.2021","United States","Americas","hologic.de/","Hologic","Aptima SARS-CoV-2 Assay","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Japan MHLW; Korea MFDS; Australia TGA; Health Canada; Singapore HSA","Molecular","RNA","ORF1ab","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","","210.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","100.00","","",""
"a0B6900001LkleI","a2669000009z9cU","02.09.2021","02.09.2021","United States","Americas","hologic.de/","Hologic","Panther Fusion SARS-CoV-2 assay","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada","Molecular","RNA","ORF1ab","qRT-PCR","NAT reagent kit – proprietary platform","A proprietary/new instrument is required","Fully automated (including sample preparation)","Lab-based","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","","210.00","Yes","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","","","","",""
"a0B6900001LlHzv","a266900000Auhll","03.12.2021","","United States","Americas","hologic.de/","Hologic","Aptima SARS-CoV-2/Flu assay","SARS-CoV-2","Regulatory Achieved","US FDA EUA; Australia TGA; Health Canada","Molecular","RNA","ORF1ab; InfB Matrix gene; InfA Matrix gene","qRT-PCR","NAT reagent kit – open source","A proprietary/new instrument is required","Manual","Lab-based","Intended for professional use only","Nasopharyngeal swab; Nasal swab","","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.10","99.60","","",""
"a0B6900001J3nWJ","a266900000A9w7t","07.03.2021","07.03.2021","China","Western Pacific","hoyotek.cn/index.html","Hoyotek Biomedical Co., ltd.","Corona Virus (COVID-19) Antigen Rapid Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Saliva","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","92.00","99.00","100","400","500"
"a0B6900001J3nWO","a266900000A9w7u","07.03.2021","07.03.2021","China","Western Pacific","hoyotek.cn/index.html","Hoyotek Biomedical Co., ltd.","Influenza A/B/Corona Virus (COVID-19) Antigen Rapid Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","15.00","20.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","96.00","99.00","100","400","500"
"a0B6900001J3nWY","a266900000A9w7v","07.03.2021","07.03.2021","China","Western Pacific","hoyotek.cn/index.html","Hoyotek Biomedical Co., ltd.","Corona Virus (COVID-19) Combined (IgM/IgG/Neutralizing antibody) Rapid Test (C","SARS-CoV-2","Regulatory Achieved","CE-IVD","Immunoassay","Antibody (serological)","IgG; IgM","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Serum; Plasma","15.00","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None","Company-Sponsored","99.00","97.00","100","300","400"
