submission_id,performance_detail_submission_id,date_of_submission,manufacturer,submission_title,disease_target,stage_of_development,permalink,regulatory_status,clinical_sensitivity,clinical_specificity,type_of_technology,assay_target,target_analyte,technology_principle,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,time_to_results_incl_prep,connectivity_solution,find_evaluation,sc2_alpha,sc2_beta,sc2_gamma,sc2_delta,sc2_delta_plus,sc2_omicron,s_gene_dropout,scov2_variants,test_to_be_listed_on_finds_web_page,data_to_be_published_on_finds_web_page,is_this_a_variant_detection_test,revoked_not_approved_by,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,regex,country,region
a0B6900001LlzTD,a266900000B5QGv,NA,"Lansion Biotechnology Co., ltd.",COVID-19 Antigen Test Kit (DryColorLatex Immunoassay),SARS-CoV-2,Regulatory Achieved,en.lansionbio.com/,CE-IVD,96,99.9,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001LlmIY,a266900000B3llS,23.02.22,"Lansion Biotechnology Co., ltd.",COVID-19 Antigen Test Kit (Dry Fluorescence Immunoassay) (self-testing),SARS-CoV-2,Regulatory Achieved,en.lansionbio.com/,CE-IVD,100,100,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Manual,True Point of Care,Intended for self-testing (version available),Nasal swab,15,20,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,200,420,620,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J40HP,a266900000A9wE7,06.04.21,"Leadgene Biomedical, Inc.",Leadgene SARS/SARS-CoV-2 Antigen Rapid Test Kit,SARS-CoV-2,Research Use Only (RUO),leadgenebio.com,None,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Other,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,taiwan|taipei|formosa|^(?!.*peo)(?=.*rep).*china,Taiwan,Asia
a0B6900001LklgF,a2669000009z9eR,02.09.21,LGC Biosearch technology,2019-nCoV CDC-qualified Probe and Primer Kits for SARS-CoV-2,SARS-CoV-2,Research Use Only (RUO),biosearchtech.com,None,NA,NA,Molecular,RNA,Other,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001PDhWh,a266900000BAst3,06.05.22,LGC Biosearch technology,Biosearch Technologies SARS-CoV-2 ultra-high-throughput End-Point RT-PCR Test,SARS-CoV-2,Regulatory Achieved,biosearchtech.com,US FDA EUA,100,96.7,Molecular,RNA,N gene,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Nasal swab,NA,NA,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,29,52,82,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001LlI0E,a266900000AuhcM,NA,LGC Biosearch technology,Biosearch Technologies SARS-CoV-2 Real-Time and End-Point RT-PCR Test,SARS-CoV-2,Regulatory Achieved,biosearchtech.com,US FDA EUA,100,100,Molecular,RNA,N gene,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,NA,NA,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001PDdzL,a266900000BAceI,02.05.22,LG Chem Life Sciences Company,AdvanSure SARS-CoV-2 IgG (S1) ELISA,SARS-CoV-2,Regulatory Achieved,innovation.lgchem.com,US FDA EUA; Korea MFDS,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lm1KD,a266900000B5he2,01.04.22,LG Chem Life Sciences Company,AdvanSure™ SARS-CoV-2 IgG (RBD) ELISA,SARS-CoV-2,Regulatory Achieved,innovation.lgchem.com,US FDA EUA; Korea MFDS,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001LlzWk,a266900000B5QK0,NA,Lifecosm Biotech Limited,LifecosmTM COVID-19 Antigen Rapid Test Cassette,SARS-CoV-2,Regulatory Achieved,www.lifecosm.com,CE-IVD,93.2,99.2,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J3mUf,a266900000A9w5v,03.03.21,"LifeSensors, Inc",COVID-19 Nucleocapsid ELISA Research Kit,SARS-CoV-2,Research Use Only (RUO),lifesensors.com,None,98.7,99.9,Immunoassay,Antigen,N-protein,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum,110,120,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,120,50,170,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lklbz,a2669000009z9aB,02.09.21,"LifeSensors, Inc",COVID-19 IgG ELISA Detection Kit,SARS-CoV-2,Research Use Only (RUO),lifesensors.com,None,NA,NA,Immunoassay,Antibody (serological),IgG,ELISA/EIA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,120,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001OU5Yn,a2669000009j2VB,21.07.22,Life Technologies Ltd,TaqPath™ COVID‑19 HT Kit,SARS-CoV-2,Regulatory Achieved,NA,MHRA UK,0,0,Molecular,RNA,N gene; S gene; ORF1ab,qRT-PCR,"NAT reagent kit – proprietary platform",A proprietary instrument/new instrument  (optional),Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Nasal swab,NA,NA,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Impact (analytical/clinical studies),Confirmed S-gene drop out (based on analytical/clinical studies),NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,NA,0,0,0,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001J3xRT,a266900000A9wBo,30.03.21,Lightdeck,COVID-19 Total Antibody Test,SARS-CoV-2,Research Use Only (RUO),lightdeckdx.com,None,NA,NA,Immunoassay,Antibody (serological),Total Antibody,Lateral Flow Assay,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,Intended for professional use only,Unknown,5,10,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lm8uw,a266900000BF4d0,25.04.22,Lightdeck,COVID-19 Total Antigen Test,SARS-CoV-2,Research Use Only (RUO),lightdeckdx.com,NA,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Cartridge-based processing,A proprietary/new instrument is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,5,10,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001LlzTE,a266900000B5QGw,NA,"Liming Bio-Products Co., Ltd",COVID-19 Antigen Rapid Test Device,SARS-CoV-2,Regulatory Achieved,www.limingbio.com/,CE-IVD,93.1,100,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Oropharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J4BUi,a266900000A9wFe,04.05.21,"Linkcare Health Services, SL",Linkcare Bioscreening SARS-CoV-2 Antigen Rapid Test,SARS-CoV-2,Regulatory Achieved,linkcare.es,CE-IVD,100,99.04,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,15,17,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,43,104,147,spain,Spain,Europe
a0B6900001J40HQ,a266900000A9wE8,06.04.21,LIONEX Diagnostics & Therapeutics GmbH,COVID-19 Ag Rapid Test,SARS-CoV-2,Regulatory Achieved,lionex.de,CE-IVD,94.44,98.28,Immunoassay,Antigen,S-protein S1,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,126,116,242,^(?!.*east).*germany|^(?=.*\bfed.*\brep).*german,Germany,Europe
a0B6900001J4aEi,a266900000A9wKN,06.07.21,Llusern Scientific,SARS-CoV2 LAMP test,SARS-CoV-2,Regulatory Achieved,llusern.co.uk,CE-IVD,100,98.11,Molecular,RNA,E gene; N gene,RT-LAMP,"NAT reagent kit – proprietary platform",A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Nasal swab,30,31,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,7,53,60,united.?kingdom|britain|^u\.?k\.?$,United Kingdom,Europe
a0B6900001LlI0G,a266900000AuhjZ,NA,"LMSI, llc (dba Lighthouse Lab Services)",CovidNow SARS-CoV-2 Assay,SARS-CoV-2,Regulatory Achieved,NA,US FDA EUA,100,100,Molecular,RNA,N gene,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,NA,NA,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001J40Hw,a266900000A9wEA,06.04.21,Lomina AG,COVID-19 Antigen Rapid Test Device,SARS-CoV-2,Regulatory Achieved,lomina.ch,CE-IVD,90.37,97.1,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Oropharyngeal swab,15,20,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,187,517,704,switz|swiss,Switzerland,Europe
a0B6900001J4f24,a266900000ABTMV,20.07.21,Lomina AG,Fast COVID-19 IgM/IgG Antibody Detection Kit (Colloidal Gold),SARS-CoV-2,Regulatory Achieved,lomina.ch,CE-IVD,93.54,97.32,Immunoassay,Antibody (serological),IgG; IgM,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for self-testing (version available),Finger prick blood,3,5,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,273,650,923,switz|swiss,Switzerland,Europe
a0B6900001LlzTF,a266900000B5QGx,NA,Lomina AG,Lomina SARS-CoV-2 Antigen LTX test (saliva),SARS-CoV-2,Regulatory Achieved,lomina.ch,CE-IVD,94.17,100,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,223,312,535,switz|swiss,Switzerland,Europe
a0B6900001LldQR,a266900000B2le5,02.02.22,LSI Medience Corporation,PRORAST SARS-CoV-2 Ag,SARS-CoV-2,Regulatory Achieved,medience.co.jp,Japan MHLW,0,0,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,japan,Japan,Asia
a0B6900001LlzTG,a266900000B5QGy,NA,LT Biotech JSC,COVID19AgLTFLOW,SARS-CoV-2,Regulatory Achieved,www.ltbiotech.lt,CE-IVD,95.07,99.74,Immunoassay,Antigen,N-protein,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,204,392,596,lithuania,Lithuania,Europe
a0B6900001LlUpn,a266900000AxC4p,11.01.22,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag NP LLB,SARS-CoV-2,Regulatory Achieved,lucaaicell.com,CE-IVD,95,100,Immunoassay,Antigen,N-protein; S-protein RBD,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab,10,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,20,30,50,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001LlUqg,a266900000AxCEV,11.01.22,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag Nasal LLB,SARS-CoV-2,Regulatory Achieved,lucaaicell.com,CE-IVD,95,100,Immunoassay,Antigen,N-protein; S-protein RBD,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasal swab,10,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,20,30,50,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001LlUo1,a266900000AxBwR,11.01.22,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag LLB,SARS-CoV-2,Regulatory Achieved,lucaaicell.com,CE-IVD,95,100,Immunoassay,Antigen,N-protein; S-protein RBD,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Nasopharyngeal swab; Nasal swab; Saliva,10,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,60,90,150,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001LlUq7,a266900000AxCAi,11.01.22,"LUCA AICELL, INC.",LUCA NK COVID-19 Ag Saliva LLB,SARS-CoV-2,Regulatory Achieved,lucaaicell.com,CE-IVD,95,100,Immunoassay,Antigen,N-protein; S-protein RBD,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Saliva,10,15,No,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,20,30,50,^(?!.*d.*p.*r)(?!.*democrat)(?!.*dem.*rep)(?!.*people)(?!.*north).*\bkorea(?!.*d.*p.*r)(?!.*dem.*rep),South Korea,Asia
a0B6900001OTxSX,a2669000009j2Nj,18.07.22,Lucira Health,Lucira COVID-19 & Flu Test,Influenza B,Regulatory Achieved,checkit.lucirahealth.com,Health Canada; CE-IVD,NA,NA,Molecular,RNA,N gene,RT-LAMP,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,Intended for self-testing (version available),Nasal swab,30,35,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001J3xPd,a266900000A9wBh,30.03.21,Lucira Health,Lucira COVID-19 All-In-One Test Kit,SARS-CoV-2,Regulatory Achieved,checkit.lucirahealth.com,US FDA EUA,94.1,98,Molecular,RNA,N gene,RT-LAMP,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,Intended for self-testing (version available),Nasal swab,30,35,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,50,51,101,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001OTxSX,a2669000009j2NZ,18.07.22,Lucira Health,Lucira COVID-19 & Flu Test,SARS-CoV-2,Regulatory Achieved,checkit.lucirahealth.com,Health Canada; CE-IVD,0,0,Molecular,RNA,N gene,RT-LAMP,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,Intended for self-testing (version available),Nasal swab,30,35,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001OTxSX,a2669000009j2Ne,18.07.22,Lucira Health,Lucira COVID-19 & Flu Test,Influenza A,Regulatory Achieved,checkit.lucirahealth.com,Health Canada; CE-IVD,NA,NA,Molecular,RNA,N gene,RT-LAMP,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),True Point of Care,Intended for self-testing (version available),Nasal swab,30,35,Yes,No,No expected impact (in silico analyses),No expected impact (in silico analyses),No impact (analytical/clinical studies conducted),No expected impact (in silico analyses),Unknown,No expected impact (in silico analyses),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",No,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001LlK2s,a266900000Av8Fu,09.12.21,Lucira Health,Lucira CHECK-IT COVID-19 Test Kit,SARS-CoV-2,Regulatory Achieved,checkit.lucirahealth.com,US FDA EUA,NA,NA,Molecular,RNA,N gene,RT-LAMP,Cartridge-based processing,Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Nasal swab,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001Lld17,a266900000B2ldc,01.02.22,Lucira Health,Lucira CHECK-IT COVID-19 Test Kit (self testing),SARS-CoV-2,Regulatory Achieved,checkit.lucirahealth.com,US FDA EUA; Health Canada; Singapore HSA,92,98,Molecular,RNA,N gene,RT-LAMP,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),True Point of Care,Intended for self-testing (version available),Nasal swab,30,35,Yes,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No impact (analytical/clinical studies conducted),Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,132,92,224,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001J4MOQ,a266900000A9wIa,31.05.21,Lumex,AriaDNA RT-PCR COVID-19 detection system,SARS-CoV-2,Research Use Only (RUO),lumexinstruments.com/,Unknown,0,0,Molecular,RNA,N1 gene; N2 gene,qRT-PCR,Cartridge-based processing,Standard lab instrumentation is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab,NA,NA,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
a0B6900001LlzWl,a266900000B5QK1,NA,"Lumigenex (Suzhou) Co., Ltd",PocRoc SARS-CoV-2 Antigen Rapid Test Kit (Colloidal Gold),SARS-CoV-2,Regulatory Achieved,http://www.lumigenex.com/,CE-IVD,0,0,Immunoassay,Antigen,Unknown,Lateral Flow Assay,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Oropharyngeal swab; Nasal swab,15,20,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,0,0,0,^(?!.*\bmac)(?!.*\bhong)(?!.*\btai)(?!.*\brep).*china|^(?=.*peo)(?=.*rep).*china,China,Asia
a0B6900001J4ME1,a266900000A9wIT,31.05.21,Luminex Corporation,ARIES SARS-CoV-2 Assay,SARS-CoV-2,Regulatory Achieved,luminexcorp.com,US FDA EUA; Health Canada,100,100,Molecular,RNA,N gene; ORF1ab,qRT-PCR,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Nasopharyngeal swab,NA,120,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,NA,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,30,6,36,united.?states\b(?!.*islands)|\bu\.?s\.?a\.?\b|^\s*u\.?s\.?\b(?!.*islands),United States,North America
