date_of_submission,manufacturer,submission_id,submission_title,country,region,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,other_target_pathogen,permalink,planned_market_entry,primary_use_case,ID_type,disease_target,assay_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,other_readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,other_antimicrobial_resistance_class,Drug_resistance_target,Other Drug resistance target,AST_output,test_format,other_test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,other_validated_sample_type,time_to_results_excl_prep,city,test_to_be_listed_on_finds_web_page,country_tmp,city2,lat,lng,name,region_availability,is_this_a_variant_detection_test,format_of_material_provided,qual_or_quant,storage_temp,performance_detail_submission_id,sensitivity,specificity,connectivity_solution,find_evaluation,s_gene_dropout,scov2_variants,data_to_be_published_on_finds_web_page,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,sc2_impact_alpha,sc2_impact_beta,sc2_impact_delta,sc2_impact_delta_plus,sc2_impact_gamma,sc2_impact_omicron,sc2_impact_omicron_ba4,sc2_impact_omicron_ba5,laboratory_point_of_care,time_to_result,performance_submission_title,type_data_source,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,target_patient_group,sample_type,total_number_samples,number_positive_samples,number_negative_samples,serovar_subtype,instrument_name,disease_target_phase,drug_resistance_target,other_drug_resistance_target,other_regulatory_status,who_technology_class,who_pipe
06.07.2023,NTBIO Diagnostics Inc,a2r69000007lbOm,NTBIO One Step Rapid Test - COVID-19 IgG/IgM Antibody Test,Canada,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://ntbio.ca,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Surrey,Yes,Canada,"Surrey, Canada",49.10460281,-122.82350922,testdir,NA,NA,NA,NA,NA,a266900000Bscmb,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,NTBIO Diagnostics Inc,a2r69000007lbOm,NTBIO One Step Rapid Test - COVID-19 IgG/IgM Antibody Test,Canada,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://ntbio.ca,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Surrey,Yes,Canada,"Surrey, Canada",49.10460281,-122.82350922,testdir,NA,NA,NA,NA,NA,a266900000Bscmc,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Diesse Diagnostica Senese SpA,a2r69000007lbOn,Chorus SARS-CoV-2 IgM,Italy,European Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://diesse.it,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgM,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Serum,NA,NA,Monteriggioni,Yes,Italy,"Monteriggioni, Italy",43.38967514,11.22441483,testdir,NA,NA,NA,NA,NA,a266900000BscIU,93.6,99,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Zhongshan Chuangyi Biochemical Engineering Co.,Ltd",a2r69000007lbOo,COVID-19 IgG/IgM Rapid Test Kit,China,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://gd-cy.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,NA,NA,Yes,China,China,36.55937195,103.7533493,testdir,NA,NA,NA,NA,NA,a266900000BsdFP,80,80,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Zhongshan Chuangyi Biochemical Engineering Co.,Ltd",a2r69000007lbOo,COVID-19 IgG/IgM Rapid Test Kit,China,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://gd-cy.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Serum,NA,NA,NA,Yes,China,China,36.55937195,103.7533493,testdir,NA,NA,NA,NA,NA,a266900000BsdFQ,80,80,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Roche Diagnostics International AG,a2r69000007lbOp,Elecsys Anti-SARS-CoV-2 S,Switzerland,European Region,Regulatory Achieved,Australia TGA; Health Canada; Korea MFDS; US FDA EUA,Immunoassay,NA,NA,NA,https://molecular.roche.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,Total Antibody,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Rotkreuz,Yes,Switzerland,"Rotkreuz, Switzerland",47.13299942,8.46700001,testdir,NA,NA,NA,NA,NA,a266900000BsctP,96.6,99.98,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Roche Diagnostics International AG,a2r69000007lbOp,Elecsys Anti-SARS-CoV-2 S,Switzerland,European Region,Regulatory Achieved,Australia TGA; Health Canada; Korea MFDS; US FDA EUA,Immunoassay,NA,NA,NA,https://molecular.roche.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,Total Antibody,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Rotkreuz,Yes,Switzerland,"Rotkreuz, Switzerland",47.13299942,8.46700001,testdir,NA,NA,NA,NA,NA,a266900000BsctQ,96.6,99.98,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Roche Diagnostics International AG,a2r69000007lbOp,Elecsys Anti-SARS-CoV-2 S,Switzerland,European Region,Regulatory Achieved,Australia TGA; Health Canada; Korea MFDS; US FDA EUA,Immunoassay,NA,NA,NA,https://molecular.roche.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,Total Antibody,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Rotkreuz,Yes,Switzerland,"Rotkreuz, Switzerland",47.13299942,8.46700001,testdir,NA,NA,NA,NA,NA,a266900000BsctV,96.6,99.98,Unknown,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Roche Diagnostics International AG,a2r69000007lbOp,Elecsys Anti-SARS-CoV-2 S,Switzerland,European Region,Regulatory Achieved,Australia TGA; Health Canada; Korea MFDS; US FDA EUA,Immunoassay,NA,NA,NA,https://molecular.roche.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,Total Antibody,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chemiluminescent Immunoassay (CLIA),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Rotkreuz,Yes,Switzerland,"Rotkreuz, Switzerland",47.13299942,8.46700001,testdir,NA,NA,NA,NA,NA,a266900000BsctW,96.6,99.98,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,EUROIMMUN AG,a2r69000007lbOq,Anti-SARS-CoV-2 NCP ELISA (IgM),Germany,European Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://euroimmun.de,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgM,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Lübeck,Yes,Germany,"Lübeck, Germany",53.86962509,10.68758678,testdir,NA,NA,NA,NA,NA,a266900000BscKb,88.2,98.6,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Atomo Diagnostics Limited,a2r69000007lbOr,AtomoRapid COVID-19 IgM/IgG Antibody Test,Australia,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://atomodiagnostics.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Leichhardt,Yes,Australia,"Leichhardt, Australia",-33.88199997,151.15550232,testdir,NA,NA,NA,NA,NA,a266900000Bsbxt,81.8,95.3,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Atomo Diagnostics Limited,a2r69000007lbOr,AtomoRapid COVID-19 IgM/IgG Antibody Test,Australia,Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://atomodiagnostics.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Leichhardt,Yes,Australia,"Leichhardt, Australia",-33.88199997,151.15550232,testdir,NA,NA,NA,NA,NA,a266900000Bsbxu,78.3,98,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Diesse Diagnostica Senese SpA,a2r69000007lbOs,Chorus SARS-CoV-2 IgA,Italy,European Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://diesse.it,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgA,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Serum,NA,NA,Monteriggioni,Yes,Italy,"Monteriggioni, Italy",43.38967514,11.22441483,testdir,NA,NA,NA,NA,NA,a266900000BscIT,99,99.9,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Diesse Diagnostica Senese SpA,a2r69000007lbOt,Chorus SARS-CoV-2 IgG,Italy,European Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://diesse.it,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Serum,NA,NA,Monteriggioni,Yes,Italy,"Monteriggioni, Italy",43.38967514,11.22441483,testdir,NA,NA,NA,NA,NA,a266900000BscIS,100,99.9,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,PCL Inc.,a2r69000007lbOu,PCL COVID19 IgG/IgM Rapid Gold,"Korea, Republic of",Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://pclchip.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Seoul,Yes,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748,testdir,NA,NA,NA,NA,NA,a266900000Bscoa,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,PCL Inc.,a2r69000007lbOu,PCL COVID19 IgG/IgM Rapid Gold,"Korea, Republic of",Western Pacific Region,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://pclchip.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Seoul,Yes,South Korea,"Seoul, Korea, Republic of",37.56829453,126.99778748,testdir,NA,NA,NA,NA,NA,a266900000Bscob,NA,NA,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Cellex, Inc.",a2r69000007lbOv,qSARS-CoV-2 IgG/IgM Cassette Rapid Test kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://cellex.us,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Durham,Yes,United States,"Durham, United States",35.99694824,-78.89902496,testdir,NA,NA,NA,NA,NA,a266900000BscBe,93.75,96.4,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou Realy Tech Co., ltd.",a2r69000007lbOx,2019-nCOV/COVID-19 IgG/IgM Rapid Test Device,China,Western Pacific Region,Regulatory Achieved,Australia TGA; CE-IVDD,Immunoassay,NA,NA,NA,https://realytech.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscTt,90.31,99.31,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,"Hangzhou Realy Tech Co., ltd.",a2r69000007lbOx,2019-nCOV/COVID-19 IgG/IgM Rapid Test Device,China,Western Pacific Region,Regulatory Achieved,Australia TGA; CE-IVDD,Immunoassay,NA,NA,NA,https://realytech.com,NA,NA,NA,Covid-19,RNA,NA,SARS-CoV-2,IgG; IgM,Lateral Flow Assay,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Plasma; Serum; Whole Blood,NA,NA,Hangzhou,Yes,China,"Hangzhou, China",30.24592018,120.21079254,testdir,NA,NA,NA,NA,NA,a266900000BscTu,86.43,97.58,NA,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Siemens Healthcare GmbH,a2r69000007lbOy,ADVIA Centaur SARS-CoV-2 IgG assay,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://siemens-healthineers.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Erlangen,Yes,United States,"Erlangen, United States",39.50357056,-99.01834106,testdir,NA,NA,NA,NA,NA,a266900000Bsd32,95.58,99.9,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Siemens Healthcare GmbH,a2r69000007lbOy,ADVIA Centaur SARS-CoV-2 IgG assay,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://siemens-healthineers.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Erlangen,Yes,United States,"Erlangen, United States",39.50357056,-99.01834106,testdir,NA,NA,NA,NA,NA,a266900000Bsd33,95.58,99.9,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Siemens Healthcare GmbH,a2r69000007lbOy,ADVIA Centaur SARS-CoV-2 IgG assay,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://siemens-healthineers.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapid diagnostic test (strip or cassette),NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Erlangen,Yes,United States,"Erlangen, United States",39.50357056,-99.01834106,testdir,NA,NA,NA,NA,NA,a266900000Bsd34,95.58,99.9,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Abbott Laboratories,a2r69000007lbOz,SARS-CoV-2 IgG Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsboy,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Abbott Laboratories,a2r69000007lbOz,SARS-CoV-2 IgG Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsboz,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Abbott Laboratories,a2r69000007lbOz,SARS-CoV-2 IgG Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsbp0,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Abbott Laboratories,a2r69000007lbOz,SARS-CoV-2 IgG Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgG,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsbp1,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06.07.2023,Abbott Laboratories,a2r69000007lbP0,SARS-CoV-2 IgM Kit,United States,Region of the Americas,Regulatory Achieved,Australia TGA,Immunoassay,NA,NA,NA,https://abbott.com,NA,NA,NA,Covid-19,Antibody (serological),NA,SARS-CoV-2,IgM,ELISA/EIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IA Reagent Kit,NA,A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Plasma; Serum,NA,NA,Abbott Park,Yes,United States,"Abbott Park, United States",41.71919632,-87.62211609,testdir,NA,NA,NA,NA,NA,a266900000Bsbp2,NA,NA,Yes,No,Unknown,Not applicable,Yes,Company-Sponsored,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
