package_id,performance_id,assay_id,instrument_id,software_id,technology_submission_id,directory,assay_name,instrument_name,package_name,performance_name,find_website_area,test_to_be_listed_on_finds_web_page,purpose_of_submission,confidentiality_level,assay_target,date_of_submission,stage_of_development,regulatory_status,type_of_technology,assay_aim,syndromes,planned_market_entry,primary_use_case,ID_type,disease_target,organism_classes,target_pathogen,target_analyte,technology_principle,readout_technology,qualitative_or_quantitative,antimicrobial_resistance_class,resistance_marker,Drug_resistance_target,AST_output,test_format,instrument_requirement,level_of_automation,lab_vs_poc,self_testing_self_collection,validated_sample_types,time_to_results_excl_prep,serovar_subtype,disease_target_phase,manufacturer_id,manufacturer,city,country,region,permalink,manufacturer_qms,submission_title,sensitivity,specificity,sensitivity_ci_low,sensitivity_ci_up,specificity_ci_low,specificity_ci_up,find_evaluation,study_type,number_of_positive_samples,number_of_negative_samples,total_number_of_samples,type_data_source,target_patient_group,sample_type,data_to_be_published_on_finds_web_page,reference_url,country_tmp,city2,lat,lng
a2v69000002xsQsAAI,NA,a2r69000009kSEBAA2,NA,NA,NA,Assays,cobas ePlex BCID-GN Panel,NA,P-6216,NA,AMR,Yes,Test Directory,NA,DNA,2023-10-24 14:08:10,Regulatory Achieved,Brazil ANVISA;CE-IVDD;US FDA 510k,Molecular,ID-AMR,Bloodstream Infections,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Sepsis,Bacteria (Gram-),Acinetobacter baumannii;Enterobacter cloacae complex;Enterobacter spp;Escherichia coli;Haemophilus influenzae;Klebsiella pneumoniae;Listeria monocytogenes;Morganella morganii;Neisseria meningitidis;Other;Proteus mirabilis;Proteus spp;Pseudomonas aeruginosa;Salmonella spp.;Serratia marcescens;Klebsiella oxytoca;Stenotrophomonas maltophilia,Unknown,PCR (conventional);Hybridization,Electric signal,Qualitative,CPO;ESBL,CTX-M;IMP;KPC;NDM;OXA;VIM,Not applicable,Not applicable,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Blood Culture,90,Not applicable,NA,001w000001Eqew8AAB,Roche Diagnostics International AG,Rotkreuz,Switzerland,European Region,https://molecular.roche.com,ISO 13485;ISO 9001;Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switzerland,"Rotkreuz, Switzerland",47.142578916,8.431893142
a2v69000002xsQxAAI,NA,a2r69000009kSEAAA2,NA,NA,NA,Assays,cobas ePlex BCID-GP Panel,NA,P-6217,NA,AMR,Yes,Test Directory,NA,DNA,2023-10-24 14:04:33,Regulatory Achieved,CE-IVDD;US FDA 510k,Molecular,ID-AMR,Bloodstream Infections,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Sepsis;Candidiasis,Bacteria (Gram+),Candida spp;Enterococcus faecalis;Enterococcus faecium;Listeria monocytogenes;Other;Staphylococcus aureus;Streptococcus agalactiae (Group B);Streptococcus pneumoniae;Streptococcus pyogenes (Group A);Stenotrophomonas maltophilia,Unknown,PCR (conventional);Hybridization,Electric signal,Qualitative,MRSA;VRE,mecA;mecC;vanA;vanB,Not applicable,Not applicable,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Blood Culture,90,Not applicable,NA,001w000001Eqew8AAB,Roche Diagnostics International AG,Rotkreuz,Switzerland,European Region,https://molecular.roche.com,ISO 13485;ISO 9001;Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switzerland,"Rotkreuz, Switzerland",47.142578916,8.431893142
a2v69000002xsR2AAI,NA,a2r69000009kSEFAA2,NA,NA,NA,Assays,cobas ePlex BCID-FP,NA,P-6218,NA,AMR,Yes,Test Directory,NA,DNA,2023-10-24 14:11:48,Regulatory Achieved,Brazil ANVISA;CE-IVDD;US FDA 510k,Molecular,ID,Bloodstream Infections,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Sepsis;Candidiasis;Fusariosis;Cryptococcosis,Fungi,Candida albicans;Candida auris;Candida glabrata;Candida krusei;Candida parapsilosis;Candida tropicalis;Cryptococcus neoformans;Cryptococcus gattii;Fusarium spp,Unknown,PCR (conventional);Hybridization,Electric signal,Qualitative,Not applicable,Not applicable,Not applicable,Not applicable,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Blood Culture,90,Not applicable,NA,001w000001Eqew8AAB,Roche Diagnostics International AG,Rotkreuz,Switzerland,European Region,https://molecular.roche.com,ISO 13485;ISO 9001;Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Switzerland,"Rotkreuz, Switzerland",47.142578916,8.431893142
a2v69000002xsS0AAI,NA,a2r69000009kSHYAA2,a2s69000000zTN6AAM,NA,NA,Assays,VERIGENE Gram-Positive Blood Culture,NA,P-6219,NA,AMR,Yes,Test Directory,NA,DNA,2023-10-25 14:55:13,Regulatory Achieved,CE-IVDD;US FDA 510k,Molecular,ID-AMR,Bloodstream Infections,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Sepsis,Bacteria (Gram+),Enterococcus faecium;Other;Staphylococcus aureus;Streptococcus agalactiae (Group B);Streptococcus pneumoniae;Streptococcus pyogenes (Group A),Unknown,Hybridization,Colorimetric,Qualitative,MRSA;VRE,mecA;vanA;vanB,Not applicable,Not applicable,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Blood Culture,150,Unspecified,NA,0016900002q0iUlAAI,DiaSorin S.p.A,NA,Italy,European Region,https://diasorin.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italy,Italy,42.83333,12.83333
a2v69000002xsS5AAI,NA,a2r69000009kSHdAAM,a2s69000000zTN6AAM,NA,NA,Assays,VERIGENE Gram-Negative Blood Culture,NA,P-6220,NA,AMR,Yes,Test Directory,NA,DNA,2023-10-25 14:59:54,Regulatory Achieved,CE-IVDD;US FDA 510k,Molecular,ID-AMR,Bloodstream Infections,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Sepsis,Bacteria (Gram-),Enterobacter spp;Escherichia coli;Klebsiella pneumoniae;Other;Proteus spp;Pseudomonas aeruginosa;Serratia marcescens;Klebsiella oxytoca;Shigella spp,Unknown,Hybridization,Colorimetric,Qualitative,CPO;ESBL,CTX-M;IMP;KPC;NDM;VIM,Not applicable,Not applicable,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Blood Culture,150,Unspecified,NA,0016900002q0iUlAAI,DiaSorin S.p.A,NA,Italy,European Region,https://diasorin.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Italy,Italy,42.83333,12.83333
a2v69000002xsXeAAI,NA,a2r69000009kSdZAAU,NA,NA,NA,Assays,mfloDx MDR-TB kit,NA,P-6221,NA,Tuberculosis,Yes,Test Directory,NA,DNA,2023-11-02 08:57:55,Regulatory Status Unknown,None,Molecular,ID-AMR,Respiratory;Lower Respiratory Tract Infections,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis,MTB ITS,PCR (conventional);Nucleic Acid Lateral Flow Assay (NA-LFA),Colorimetric,NA,NA,inhA;katG;rpoB,Isoniazid;Rifampicin,NA,Rapid diagnostic test (strip or cassette),Standard lab instrumentation is required,Manual,near Point of Care,Intended for professional use only,Sputum,180,Mycobacterium tuberculosis,Active,0016900002pxzDcAAI,EMPE Diagnostics,Solna,Sweden,European Region,https://empediagnostics.com,No certified QMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweden,"Solna, Sweden",59.3586498,18.0003366
a2v69000002xsYDAAY,NA,a2r69000009kSeXAAU,NA,NA,NA,Assays,Fujifilm SILVAMP TB LAM,NA,P-6222,NA,Tuberculosis,Yes,Test Directory,NA,Antigen,2023-11-02 19:58:24,Research Use Only (RUO),None,Immunoassay,ID,Respiratory;Lower Respiratory Tract Infections,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis,Lipoarabinomannan (LAM),Lateral Flow Assay,Colorimetric,NA,Not applicable,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Urine,60,Not applicable,Active,0016900002uqn4nAAA,FUJIFILM Corporation,Kanagawa,Japan,Western Pacific Region,https://fujifilm.com,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Japan,"Kanagawa, Japan",35.44773685,139.64250768
a2v69000002xsYIAAY,NA,a2r69000009kSecAAE,NA,NA,NA,Assays,Biopromic TB LAM assay (BP-LAM assay),NA,P-6223,NA,Tuberculosis,Yes,Test Directory,NA,Antigen,2023-11-02 20:12:51,Late Stage Development (fully functional prototype),None,Immunoassay,ID,Respiratory;Lower Respiratory Tract Infections,Unspecified Market Entry,Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis,Lipoarabinomannan (LAM),Lateral Flow Assay,Colorimetric,NA,Not applicable,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Urine,NA,Not applicable,Active,0016900002uqn4YAAQ,Biopromic AB,Solna,Sweden,European Region,https://biopromic.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweden,"Solna, Sweden",59.3586498,18.0003366
a2v69000002xsYmAAI,NA,a2r69000009kShWAAU,NA,NA,NA,Assays,AIMLAM,NA,P-6224,NA,Tuberculosis,Yes,Test Directory,NA,Antigen,2023-11-03 08:17:27,Regulatory Status Unknown,None,Immunoassay,ID,Respiratory;Lower Respiratory Tract Infections,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis,Lipoarabinomannan (LAM),Lateral Flow Assay,Fluorescence,NA,Not applicable,Not applicable,Not applicable,NA,Rapid diagnostic test (strip or cassette),A proprietary/new instrument is required,Manual,near Point of Care,Intended for professional use only,Urine,NA,Not applicable,Active,001Vj00000BcW0eIAF,"Leide Biosciences Co. , Ltd.",Guangzhou,China,Western Pacific Region,https://leidebio.com,ISO 13485;Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,"Guangzhou, China",23.11667,113.25
a2v69000002xsYrAAI,NA,a2r69000009kShbAAE,NA,NA,NA,Assays,Truenat Ultima,NA,P-6225,NA,Tuberculosis,Yes,Test Directory,NA,DNA,2023-11-03 08:28:04,Late Stage Development (fully functional prototype),None,Molecular,ID,Respiratory;Lower Respiratory Tract Infections,Unspecified Market Entry,Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis,MTB IS1081;MTB IS6110,qPCR,Fluorescence,NA,NA,Not applicable,Not applicable,NA,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Tongue swab;Sputum swab,45,Mycobacterium tuberculosis,Active,001Vj00000T5j2HIAR,Molbio Diagnostics Pvt. Ltd.,"Verna Industrial Estate, Verna,",India,South-East Asian Region,https://molbiodiagnostics.com,ISO 13485;MDSAP;GMP certified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,India,"Verna Industrial Estate, Verna,, India",15.370678527997,73.932811490058
a2v69000002xsYwAAI,NA,a2r69000009kSi0AAE,a2s690000019JzDAAU,NA,NA,Assays,EasyNAT MTC,NA,P-6226,NA,Tuberculosis,Yes,Test Directory,NA,DNA,2023-11-03 08:56:53,Regulatory Achieved,Brazil ANVISA;CE-IVDR,Molecular,ID,Respiratory;Lower Respiratory Tract Infections,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,MTB IS6110,Isothermal Other,Fluorescence,NA,NA,Not applicable,Not applicable,NA,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Bronchoalveolar lavage;Sputum;Urine,65,Mycobacterium africanum;Mycobacterium bovis;Mycobacterium canetti;Mycobacterium caprae;Mycobacterium microti;Mycobacterium pinnipedii;Mycobacterium tuberculosis,Active,001Vj00000DsZXbIAN,Ustar Biotechnologies (Hangzhou) Ltd.,Hangzhou,China,Western Pacific Region,https://en.bioustar.com,ISO 13485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,"Hangzhou, China",30.29365,120.16142
a2v69000002xsZ6AAI,NA,a2r69000009kSiFAAU,NA,NA,NA,Assays,MultNAT MTB/RIF,NA,P-6228,NA,Tuberculosis,Yes,Test Directory,NA,DNA,2023-11-03 12:10:26,Regulatory Achieved,China NMPA,Molecular,ID-AMR,Respiratory;Lower Respiratory Tract Infections,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,Unknown,qPCR,Fluorescence,NA,NA,rpoB,Rifampicin,NA,Cartridge-based processing,A proprietary/new instrument is required,Automated (excluding sample preparation),near Point of Care,Intended for professional use only,Sputum,NA,Mycobacterium africanum;Mycobacterium bovis;Mycobacterium canetti;Mycobacterium caprae;Mycobacterium microti;Mycobacterium pinnipedii;Mycobacterium tuberculosis,Active,001Vj00000DsZXbIAN,Ustar Biotechnologies (Hangzhou) Ltd.,Hangzhou,China,Western Pacific Region,https://en.bioustar.com,ISO 13485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,"Hangzhou, China",30.29365,120.16142
a2v69000002xsZ7AAI,NA,a2r69000009kSiBAAU,NA,NA,NA,Assays,PortNAT MTB,NA,P-6229,NA,Tuberculosis,Yes,Test Directory,NA,DNA,2023-11-03 12:15:16,Regulatory Achieved,CE-IVDD,Molecular,ID,Respiratory;Lower Respiratory Tract Infections,Already on the market (commercialized),Diagnostic/confirmatory test,NA,Tuberculosis,Mycobacteria,Mycobacterium Tuberculosis;Mycobacterium Tuberculosis Complex Species,Unknown,Isothermal Other;Nucleic Acid Lateral Flow Assay (NA-LFA),Unspecified,NA,NA,Not applicable,Not applicable,NA,Cartridge-based processing,No instrumentation is required,Manual,True Point of Care,Intended for professional use only,Tongue swab,30,Mycobacterium africanum;Mycobacterium bovis;Mycobacterium canetti;Mycobacterium caprae;Mycobacterium microti;Mycobacterium pinnipedii;Mycobacterium tuberculosis,Active,001Vj00000DsZXbIAN,Ustar Biotechnologies (Hangzhou) Ltd.,Hangzhou,China,Western Pacific Region,https://en.bioustar.com,ISO 13485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,"Hangzhou, China",30.29365,120.16142
a2v69000003L9UoAAK,NA,a2r69000006Si7cAAC,a2s690000019JzEAAU,NA,NA,Assays,Egoo CRP,NA,P-5464,NA,AMR,Yes,Test Directory,NA,Antigen,2023-08-16 12:51:42,Research Use Only (RUO),None,Immunoassay,Host Response,Inflammation,Already on the market (commercialized),Diagnostic/confirmatory test,Not applicable,Unspecified,Not applicable,Not applicable,C-reactive protein,Agglutination,Turbidity,Quantitative,Not applicable,Not applicable,Not applicable,Not applicable,Cartridge-based processing,A proprietary/new instrument is required,Fully automated (including sample preparation),near Point of Care,Intended for professional use only,Finger prick blood;Venous blood,NA,Not applicable,NA,00169000036w4n3AAA,Egoo.Health,Ballerup,Denmark,European Region,https://egoo.health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Denmark,"Ballerup, Denmark",55.733041331975,12.359982982283
a2v69000003L9eyAAC,NA,a2r69000006ShtnAAC,NA,NA,NA,Assays,OneqPCR-realtime MARV RNA Real Time PCR Kit,NA,P-5465,NA,Outbreak,Yes,Test Directory,NA,RNA,2023-08-11 13:58:59,Research Use Only (RUO),None,Molecular,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Triage/Screening,Identification,Marburg virus disease,Virus,Marburg virus,Unknown,qPCR,Fluorescence,Semi-quantitative,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Purified RNA,90,Not applicable,NA,0016900002klKqfAAE,BioinGentech Biotechnology,Concepción,Chile,Region of the Americas,https://kitpcr.com,ISO 9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,"Concepción, Chile",-36.8173687,-73.0636257
a2v69000003L9f3AAC,NA,a2r69000006ShtoAAC,NA,NA,NA,Assays,HumqPCR-realtime MARV Real Time Kit,NA,P-5466,NA,Outbreak,Yes,Test Directory,NA,RNA,2023-08-11 13:58:59,Research Use Only (RUO),None,Molecular,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Triage/Screening,Identification,Marburg virus disease,Virus,Marburg virus,Unknown,qPCR,Fluorescence,Semi-quantitative,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Purified RNA,150,Not applicable,NA,0016900002klKqfAAE,BioinGentech Biotechnology,Concepción,Chile,Region of the Americas,https://kitpcr.com,ISO 9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,"Concepción, Chile",-36.8173687,-73.0636257
a2v69000003L9f4AAC,NA,a2r69000006ShtiAAC,NA,NA,NA,Assays,"Marburg GP IgG Antibody ELISA Kit, Human",NA,P-5481,NA,Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-08-11 13:58:59,Research Use Only (RUO),None,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,Presumptive identification,Marburg virus disease,Virus,Marburg virus,Anti-MARV IgG,ELISA/EIA,Colorimetric,Semi-quantitative,NA,Not applicable,Not applicable,NA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum;Other,105,Not applicable,NA,0016900002fht7CAAQ,Creative Biolabs,Brookhaven,United States,Region of the Americas,https://Creative Biolabs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,"Brookhaven, United States",33.860652,-84.3397949
a2v69000003L9f8AAC,NA,a2r69000006ShtpAAC,NA,NA,NA,Assays,HumPCR MARV Detection Kit,NA,P-5467,NA,Outbreak,Yes,Test Directory,NA,RNA,2023-08-11 13:58:59,Research Use Only (RUO),None,Molecular,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Triage/Screening,Identification,Marburg virus disease,Virus,Marburg virus,Unknown,PCR (conventional),Gel electrophoresis,Semi-quantitative,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Purified RNA,180,Not applicable,NA,0016900002klKqfAAE,BioinGentech Biotechnology,Concepción,Chile,Region of the Americas,https://kitpcr.com,ISO 9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chile,"Concepción, Chile",-36.8173687,-73.0636257
a2v69000003L9fIAAS,NA,a2r69000006ShtrAAC,NA,NA,NA,Assays,Marburg Virus PCR kit,NA,P-5469,NA,Outbreak,Yes,Test Directory,NA,RNA,2023-08-11 13:58:59,Research Use Only (RUO),None,Molecular,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Marburg virus disease,Virus,Marburg virus,Unknown,qPCR,Fluorescence,Semi-quantitative,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum;Plasma;Venous blood;Tissue/Biopsy;Other,120,Not applicable,NA,0016900002klKqsAAE,Genekam,Duisburg,Germany,European Region,https://genekam.de,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Germany,"Duisburg, Germany",51.433258999,6.765477
a2v69000003L9fJAAS,NA,a2r69000006ShtcAAC,NA,NA,NA,Assays,Human Anti-Marburg (Angola) glycoprotein (GP) IgG ELISA Kit,NA,P-5491,NA,Outbreak,Yes,Test Directory,NA,Antibody (serological),2023-08-11 13:58:59,Research Use Only (RUO),None,Immunoassay,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Triage/Screening,Presumptive identification,Marburg virus disease,Virus,Marburg virus,Anti-MARV IgG,ELISA/EIA,Colorimetric,Quantitative,Not applicable,Not applicable,Not applicable,NA,IA Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum;Plasma,NA,Not applicable,NA,0016900002klKqYAAU,Alpha Diagnostic International,San Antonio,United States,Region of the Americas,https://4adi.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United States,"San Antonio, United States",29.4251712,-98.494614
a2v69000003L9fNAAS,NA,a2r69000006ShtsAAC,NA,NA,NA,Assays,Marburgvirus Viral protein 35 (VP35) gene Standard kit,NA,P-5470,NA,Outbreak,Yes,Test Directory,NA,RNA,2023-08-11 13:58:59,Research Use Only (RUO),None,Molecular,ID,Fever and Febrile Illness;Viral Hemorrhagic Fever,Already on the market (commercialized),Diagnostic/confirmatory test,Identification,Marburg virus disease,Virus,Marburg virus,MARV VP35,qPCR,Fluorescence,Semi-quantitative,NA,Not applicable,Not applicable,NA,NAT reagent kit (open source),Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Purified RNA,NA,Not applicable,NA,0016900002tjLETAA2,Primer Design Ltd (acquired by Novacyt),Eastleigh,United Kingdom,European Region,https://primerdesign.co.uk/home,ISO 13485;ISO 9001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,United Kingdom,"Eastleigh, United Kingdom",50.969375279,-1.353319055
